msno,churn_probability,reason_1,category_1,reason_2,category_2,reason_3,category_3
8m/gHcEjua/Nv9DaBVo99JtlxkKraEsr2PUn0JLddKY=,0.1237,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
xQLid1p9uDhPkB2/LJvzHtV2obJWbcS0V+Jf//i1TWs=,0.1441,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
kNYIlmm/+dQq/2GMqC0XcGUImIC6evB8szwmCFJZj24=,0.1343,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
IKqT6lCHGel+WTEznW78g5HdBMrK06RPlXl0AZTAEwA=,0.9032,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여
bolMnRYW360VjLDVoHYzlU6fJAbhg8oHyCZEx1eV8L8=,0.8427,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여
9PLWOSYMVyYB0nh5jZx/+Q8Ba5xNscSGnvZq8WqguPc=,0.9704,직접적인 서비스 취소 요청 발생,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독
lWay5uBR9SN5BxdrIPJkr3xK02J/yjPJiDk/SBBKbs0=,0.1898,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
GZD2ZmO1IukpsI0tqQ3FbcLHAQR3g5fqST1SPMkSsvk=,0.1226,75% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
BcVtxhgQwnTZ/9pkC0ZLBJL8rx1N14ByEfpOnxfsdA8=,0.1069,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
aZEinvgRIyTBF2Ji8OXU4a3GR30jA9Nor0BhNAO7i9Y=,0.1593,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
ItiptzoMhZyTOvD9lmUgaRp4MXZQOovxD6evq7hYNYc=,0.1242,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,98.5% 이하 청취 비중 높음,활동 및 참여
WPmKwx0KyWgU6RvVEVa4atG4GyIcsHi1gCZ3N3tru7k=,0.3685,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
hoErtwc7SpUeknp5XDzFZ1AWOJ9pnUCr9cxMeq8RAWI=,0.1685,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,50% 이하 청취 비중 높음,활동 및 참여
nSEZ1D6XiblPdbpRwiT9278lNAtLMsDIhX3ee5g9Ex8=,0.1366,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
NCVSW4sv3GBkeqogK2lgfSpnARkCD3J0GyRqDxzFcsc=,0.1322,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
eVujQyg/Z3yqD/8UeSP+ER/V15nHguYwmr77K+1BUoo=,0.384,자동 결제 해지 또는 미설정,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
so+d0H/xOIN0OgJiSI+eekU72QXAJmjpxPgQDTcDWFs=,0.1337,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
DpO80UMhcvLBX/i+1OAll7Fbo0cXM1h2WlJxu4QDk0Y=,0.5749,자동 결제 해지 또는 미설정,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
BHYuj4VcxnixL6YHfo9au2M9tw7SPeqoo35LqyqDM7g=,0.6014,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
0EW508DfYPiyjzz/U2/zsvWh6p/6iB4k9KzuTpR9+AQ=,0.1847,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
7cCbDxJ+BUEguJFwFOh7OG/EMQIIidRtAxP9dZo6g0M=,0.6858,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
2vJb2kw2LPbHfEshFro6gkEVgZYy32vPqlFSodchKAE=,0.1626,결제 및 갱신 횟수 부족,결제 및 구독,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
z7ZA8lNgqkeksbezl7GnTl0RAqhA0YLZcJsew/w7Q3I=,0.1323,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
vcDfe0Oa8rF8TMEBTlntdhy4fufGQRWN8zjj/WE7ZWo=,0.8396,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여
KGEY+LjSTecPDjuAWOJO/mtBqgc1poXHT0oJx6WHDlg=,0.156,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
xNgKxF6kmNHbZe+Qv9Atxq0WaqV3OJL5ysRwpz8A+m8=,0.0869,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
FPe97SshOGkARjZ2oGOmeL/RzRstAYZUTPj2I8GkM8c=,0.1283,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
MrKv76h3qQcjaWvHB7XzIEcq/7Pwm50busjqWkaf4XQ=,0.1858,특정 가입 경로(플랫폼) 특성,사용자 프로필,결제 및 갱신 횟수 부족,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
2XoJhaVDO+gXttLlXxHbNkLo6PX53WKHxuZRvPvxUn4=,0.1139,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,98.5% 이하 청취 비중 높음,활동 및 참여
EOmYPEHkjdegOM9ZwA8iBMXysOPs/sBF3LS9vaHcAuc=,0.0899,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
IJChT4Pj44ScF5qCOSrKfILA2HY/8QcquNTr9uCRdfs=,0.2617,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
Bzf+d6NUus6g/NEriS9mbnQsl4QlrJHHwV3/o7/kHjA=,0.1005,75% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 청취 다양성 부족,콘텐츠 이용 습관
890IODrXBCDkKpmaGi/5lhhFuLr3fMf3p2puk/zxIHo=,0.9834,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
1moZc7pnL+XJKBONKB6uWOiG+L1dGEuTu4w2e5juoNo=,0.1483,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
aKJ7Q7v2Bd4hrBK31gCoYGxE5q5ahkcU8fWS06bLU8w=,0.1408,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
BLMhCXglzLrajCGT/ZQZLHO6d30F1PSd7P5rxV0RQow=,0.2383,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,75% 이하 청취 비중 높음,활동 및 참여
b3k3yzPODn6Hk1tp+SNrDuuI/tNAADJTRzy16RG8uo8=,0.0867,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여
JF736bROXeasA6avKXMNTPLLTbfdgqRfm9OD0PWOwbc=,0.1352,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
KrOT2rTPXzSLX2ql3Zokkk5/kdiitiSAnVnMizcZoXc=,0.1505,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
gZm6CP9iyjzP9VKSu0YgESMFWwIlv3kWW8AQgp9C90I=,0.1087,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여
H1ia1oIL6H1lEYXD1VBjTxOdKyERYl1AVO5y4IoSIt8=,0.16,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 시간 부족,활동 및 참여
CPTEI+X1RUAr4hUjkOumQxvf1GSyztKnV2oHa7/qh18=,0.1372,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
po7Oar2xo7CI2xoh8pk3BseHaEhVk6illsdMwPrhEZ8=,0.1557,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
onQOzEu+tOrjZdm+D4nnBY7jJtWDYiHJhlYPGPRS06I=,0.1019,서비스 가입 기간(장기/단기) 특성,활동 및 참여,음악 청취 다양성 부족,콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
0KIu1ojnr1BIaPD3bVBAB9xuaOAWFu1Y69VaLkcnD5I=,0.0879,특정 결제 수단 이용 특성,결제 및 구독,50% 이하 청취 비중 높음,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
x2Y2L9yTEi9cas9o6fr3Ew+w1smE5DpvKtU5kCN6S1E=,0.5643,자동 결제 해지 또는 미설정,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
RBVm24Vts2bkeVpCtGyjyxWjBseHdIaN453KzYXbchs=,0.1661,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
pLqjuGjtkjTKvhGHEcsYn4NwiMScbCtvqcYKc0QLVpY=,0.0988,서비스 가입 기간(장기/단기) 특성,활동 및 참여,전체 스트리밍 곡 수 부족,콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
SE1h/9jMv15KYGGzCkCeE+/hY864DWkKtOZxWBWV1Mo=,0.5195,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
DLM4loiGcsmnWtwLIjV/xf5n8//aJimXrKGcc5lKu64=,0.9981,결제 플랜 기간 (단기 이용 등),결제 및 구독,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
j1DZiVnos8WUN3+RCyFoQIOwr3+V1QbliOcRTVqRoDc=,0.7973,직접적인 서비스 취소 요청 발생,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여
xR3LUbW6kFCuGM1QzOwg7oE4Bo7eNc93or3TD8sMO/s=,0.1295,특정 가입 경로(플랫폼) 특성,사용자 프로필,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
vmSp9XIKUmJEE02QLIB2o22Op8nos2jkjjlLMYY0hIU=,0.1573,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
u5Lw9QGRU3svu0hBQMBEQ+i4OtJ4ecEAxZKAdVbc3Os=,0.0981,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여
CcvyDX7UxJoKWuQaTG1Ww9dQhFw6yNHWlc1odwLePt8=,0.315,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
QpwwD3CCjfGUP9Q3Mfm7eS3KV27Ha49AOfjOq8Dblpg=,0.9964,결제 플랜 기간 (단기 이용 등),결제 및 구독,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
ulE9AdjODMN7stZR466cwPkVJ+NmLQUyXUx2SzVz08I=,0.0821,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
6Dh2X6nAPmybTTBWlHptwGoTwwFWMQs4I7AKArhIkno=,0.118,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
V/0wbNAAw7SUjqOyoiGvYhwYtPICtAxzytR9qb2T7xY=,0.1787,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
x6QunwUCozoZF3amG3Wki6UGF7Woj5cqIVOr7X42Pbg=,0.1032,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 곡 수 부족,콘텐츠 이용 습관
zHuZMb8xTlavJrWYoIifErJpgzqEubxmUIhf9xfrjfU=,0.4777,자동 결제 해지 또는 미설정,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
wdJRR72TrNBiYN0Hm4hnpHDGn4R81BXMjesqL+y/oU8=,0.1787,결제 및 갱신 횟수 부족,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
SmUe/GPn42A5/giP1vW49c4oOJ4AHyGnRr7XZQIJH1g=,0.1515,50% 이하 청취 비중 높음,활동 및 참여,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
Flpleglt2bvFkq9c5un7uJvMDYNXCXtnaratZmz0KWo=,0.1212,지역적 인구 통계 특성,사용자 프로필,결제 및 갱신 횟수 부족,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
WVhwhYcUfT4Tbn6l6vn2W585HRDUAoXt8Dn0AvmJ7ss=,0.136,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
lgiDvJ6NvhyrP95CgusXQbs/gz1jzKqzVfBUzY89uZI=,0.4243,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
HoWA+8rAvHcB4XIUXo8XWhviE1JElMNUFo9L84spj5I=,0.1482,50% 이하 청취 비중 높음,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
G6+q88XhGtEJvE3C4PuTinKtxhin4oWh6CYPeGo+mKU=,0.1439,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Rqen6rUMcs3YqSRi9BV/+znimmSgBUPA9eCRWgQQB0o=,0.9529,자동 결제 해지 또는 미설정,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,75% 이하 청취 비중 높음,활동 및 참여
3kQBLl0mhxljNXmVVv0xr4OHRSpA60oPfaFjGR8SyTE=,0.1576,결제 및 갱신 횟수 부족,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
rh8hjehMgOmM0i8MGkXeDC8u2G4i/EYDWUg0EEZhiC8=,0.1726,서비스 가입 기간(장기/단기) 특성,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
cCKGUJbGOwxigXy3tlvv6b/A7DLnzYGvgafPbNUpbc4=,0.2106,결제 및 갱신 횟수 부족,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
N2eZ1LuekmEkD4QUEWnMX+5HksbDgjJHcSU4WJqmhMU=,0.1444,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
G8Gw+AeZ6eTjwPVgLgkPJ6ehj2OaPYVe61kia6NNGPs=,0.1833,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
p6Kz1Z5QymYq1bexdQYhBnbxFpDaMUIuF8lw+dBd5jc=,0.1302,특정 가입 경로(플랫폼) 특성,사용자 프로필,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
mf2YDeJ/pSbyOL9vyUsc9Daa1dR91r2OMLksOssI7Ug=,0.155,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
aGWYnMX03Pvp9FedXjSSxwNYH/xrvpTJoX45ZiBNHJo=,0.9036,자동 결제 해지 또는 미설정,결제 및 구독,결제 플랜 기간 (단기 이용 등),결제 및 구독,전체 스트리밍 시간 부족,활동 및 참여
e+RYo4SqXGGX7rTtkY+j+Am29I1vwlGscmqqwZnGAv4=,0.151,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
lgVIR8Htk9R1kgAIyg2sozQLTng9e/oDR/z9Sx/mqbo=,0.126,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,음악 청취 다양성 부족,콘텐츠 이용 습관
h3ie+sCdrAsWAkKdr/TVEq44Pf6TvesA5qBC6VPFUnU=,0.1316,지역적 인구 통계 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,특정 결제 수단 이용 특성,결제 및 구독
huw/lSvI/wVy7d02Z18+sT7H/6+cEmYqBAkMW1HRr4k=,0.1848,실제 결제 금액 관련 특이점,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관,전체 스트리밍 시간 부족,활동 및 참여
YbPHqbMJuaxjrqZFCdD7qsipLsSsVv5ee4iLF3RdNqo=,0.0904,특정 가입 경로(플랫폼) 특성,사용자 프로필,전체 스트리밍 시간 부족,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
Z9ZnEEhidtCq/LkZeAV+GOw4kBaE7XBxUaPPuuIjmng=,0.1948,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
l03kJlxhEFv2t/eNQwMANoTfktaXzY0E+0v68OW0R3c=,0.9597,직접적인 서비스 취소 요청 발생,결제 및 구독,결제 및 갱신 횟수 부족,결제 및 구독,98.5% 이하 청취 비중 높음,활동 및 참여
Cv+9XMTbZ6Ua6TZoJSJJl7gtkstlXa3R/LHl2zdK+PY=,0.1293,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
Yo47F1uBC1FsaDVkcv8sdlT3jrT3GKV42D+MPp5pUT8=,0.1624,50% 이하 청취 비중 높음,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
J7/zubhGyIQALU1I5jBPYhBio5kGr6ibhhmmTuL1yog=,0.3899,서비스 가입 기간(장기/단기) 특성,활동 및 참여,실제 결제 금액 관련 특이점,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
rK2294ZaXWiTIiwqGv0TF8pLy0mooQH4E1kte5asaW8=,0.1069,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
tO3meraWsLHs7Idkj+oEEQ+IE//XzlWVthpyyNLlUzk=,0.1688,50% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
iFYhRjvkFJdgeApRlqNZqYd9S6E9SDDJkVWxvodoAMQ=,0.0394,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
/VfKcpBWrWKlsG3nWoayBffpFWqNtOasa5XkIT3C3Po=,0.1501,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필
kFwwrLOxMjqryPF3fyPLGGvOYc0YuoKHNlKDtMGwckQ=,0.6677,자동 결제 해지 또는 미설정,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,특정 가입 경로(플랫폼) 특성,사용자 프로필
cq7S5leRNTJSaY6u0Q20W1cwGWSI4wJ1pmuiwRUXbPY=,0.1324,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
0kxaT0ed5Srr3gEPe7GNdy3lcxWGHUKP88+pKQWclRc=,0.1072,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
k2lcBtRTi1CU1I28xgMgHc+J+hW8q8fix6IxT2GINbg=,0.0262,특정 결제 수단 이용 특성,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
VxRrMnhCIwvpEHPvP3JFlaL4K8c/iOiBJraZrwptG5s=,0.14,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
eFg0Rf1nEAVayD6xlmNvxzF8K+OWPWCgPy3iv+T5iIE=,0.1733,서비스 가입 기간(장기/단기) 특성,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,플랜 가격 관련 요인,결제 및 구독
Xxhtbm9mdzn+1AD2zGPszSWYZFlxIW9SudGP2NUDtcQ=,0.2995,실제 결제 금액 관련 특이점,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여
xaLmulrHbDXpCMRXG/Mqkoq3QEqu3RByIPogC8bdSS8=,0.1667,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
SskV05pM+3HpaVK+yPTaWwRgkssmpjgso+YqvvQ0xaA=,0.9691,직접적인 서비스 취소 요청 발생,결제 및 구독,서비스 가입 기간(장기/단기) 특성,활동 및 참여,결제 및 갱신 횟수 부족,결제 및 구독
mI9m+13OlAZ1DXzSpwocxHbPR3bp1KDnMiNp2Xk5V5E=,0.1072,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,25% 이하 청취 비중 높음,활동 및 참여
0/cpnSxfKW07vXF9tG3L6a/3iT7JIxbPvTtk/cMCAWE=,0.1023,서비스 가입 기간(장기/단기) 특성,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,전체 스트리밍 곡 수 부족,콘텐츠 이용 습관
6Gb/C7glfMwrgCOx6U0q7n4JARUeOM51pLc7W4pM+VE=,0.1337,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
UxEOOErnpHuySvzEmrfrcrwdLJPK4IOgUkHvC8IvoVM=,0.1437,서비스 가입 기간(장기/단기) 특성,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여,지역적 인구 통계 특성,사용자 프로필
RSoqQ6dPwSEUfvU0gLC7/glLydMJTh7Ta7O/AqIPAMA=,0.6295,자동 결제 해지 또는 미설정,결제 및 구독,실제 결제 금액 관련 특이점,결제 및 구독,25% 이하 청취 비중 높음,활동 및 참여
aWQrhQA2P0sjRJ4WGRDVaqvCPiCSVu0wZFTWsVVs9tE=,0.1195,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
EjXS06nGV5wJMxSGIyqea4HL6y55ufwcWnWo0j8OC1w=,0.1682,서비스 가입 기간(장기/단기) 특성,활동 및 참여,지역적 인구 통계 특성,사용자 프로필,98.5% 이하 청취 비중 높음,활동 및 참여
uDGmZZy2stClqJEXVB2uyR04vkJ2WyX92IhTGbddaOs=,0.5951,자동 결제 해지 또는 미설정,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
z9PE/nYmDuD3Tf1RblDvb2to369cEkuiKdJaMZwUIUQ=,0.202,서비스 가입 기간(장기/단기) 특성,활동 및 참여,75% 이하 청취 비중 높음,활동 및 참여,50% 이하 청취 비중 높음,활동 및 참여
yEC9jUbjwxyFhVw4LfVPBnpGQsGv/mgVH2263SVw++I=,0.1661,서비스 가입 기간(장기/단기) 특성,활동 및 참여,플랜 가격 관련 요인,결제 및 구독,특정 결제 수단 이용 특성,결제 및 구독
3VJdiuHpecn59OdyrZ7IlEUC2Ndx1fXtBIwORRSfiK8=,0.3916,자동 결제 해지 또는 미설정,결제 및 구독,특정 가입 경로(플랫폼) 특성,사용자 프로필,음악 완청 비율 저조 (관심도 하락),콘텐츠 이용 습관
fMQtD0TRm619Fcu7AJU6AAqG0ljixPbzrTvfuQCPk7U=,0.1195,25% 이하 청취 비중 높음,활동 및 참여,98.5% 이하 청취 비중 높음,활동 및 참여,특정 결제 수단 이용 특성,결제 및 구독
hKIfSq3e46y5+GGzExCHIhATLIN8jss4D1s+UGPEnuU=,0.1419,지역적 인구 통계 특성,사용자 프로필,특정 가입 경로(플랫폼) 특성,사용자 프로필,특정 결제 수단 이용 특성,결제 및 구독
