msno,is_churn
Nae9c5zdqZhAkruiODw7OiC4FPyW5f/B4/SVEsy6ojQ=,0
Ho2nZ9VwVpVcWYMwTSmXwOS1G14vr7vv4y9eb/NxBd4=,0
6cjyfTa3T9G6QUb4M3Px4jOl+tZ9TJIxeZJYApCopmA=,0
nzMoVbeSG/xYVFI/wcs74FK4zeJIx5E1AtXvSME0jKA=,0
4mky0ZmtjGPQ4aKHobXjXfuvvgT40Oa4QUXKqw3ZI14=,0
0fkcKc54YL6OixCD4/QW+6r6m5PyBqZdClmwvEpOrLc=,0
BbH81OvQXiDYlV2UpLgEvKMHwbtdBV9GHnyDpK9GgVw=,0
oY6TgM6ubc1/MW/QyEAaBoHjfpE/oyyaOCho0UfWRHI=,0
3QF9xwXJ17fue0Ln4e95zu9X5zNzobm7ZJycuxstUGY=,0
+F53ZMcSfs5Cs/PDQLuJ2JDRhgyLcUrJSs+s03sMRE8=,1
nq0mVNhPFwvrETEjvBiMxC2NeVxbMviClCe3IigVbkI=,0
I6bP8fbYo+2736jelarDa2Tj9KTQqK0y7laorQ/oqTQ=,0
e+LhO8RcWdvjo5y3FwPawvKtwEz+YAy2/hRm2jDgcis=,0
LHoIb/2pGkit5qJ+G/X92cZiSBLDQ4d8EP83DA9u/7w=,0
yG4Qdz3KcbA5dsvc/jLfQn1yn0+UqaAkkwo5P7xpKhM=,0
gHBkD8tFbJ9pu3S1tIW+nmIEf/Fy6KQY7CNUGUkVJ0U=,1
VzPAiYxmYZcbKBc7GYFonWF5Hb6nqQgWEYtnb+fxNk0=,0
Tr8vBLnqoyY5GiEXoEwW0NznDBCez9nM2DbLDrVjULo=,0
bLc1WEwqi/bM/92WLbuqFgXpGkHmDcCKNsTHnGaGRB0=,0
JGb43BoK9+pgdmN6Zpj8YQN5GQOdhPgWSNyEGBApoe4=,0
YIEu3KFU/1oo6YxnAsAwouIqd24fZZ6u/AVQL4NjuGg=,0
k8nMnXPNMh3eTnT7t4/X2SmGFSluyUohw7v05i3NXac=,0
cp7s13LqxIySiVU8LeR8m5F1qnoKnfOfPU3sFggFSHg=,0
7wN4mo/OZz4Qol+/fh1dRxVAn2EoRmXGr2QwlNuJvW0=,0
wMABAGIG/EyhtBoT86BhKEEGJ+1INQA4WDPUo9WggVw=,0
XbxYTwF/twcU8c3WdCE/Q0HRPhj1AglnUNWXI3s+IOI=,0
JJ5rc1sf6RZ2LT7ufAoJMWZT/XeBh2eISlK6vkgBoag=,0
xG1bjTg+9vYFxFZ+2ui4yQ7vsvA6RxDvA5k06GhRtBM=,0
4GqxjwGCK2438/wsQsEp1CpDxrCDpg2Fb4//6rby/hQ=,0
Vxk3aUNtWdV7H5qzlMK0iRP6KXiNuy8NfhgfOYgSjbE=,0
BjAabbCrFcF33cWzpTduXB+GIApsR9KmJVe074m93GY=,1
pqnq3uT8RfvdXCd306PUweDveOCnf/gqw9hL7aM8vHg=,0
ElJMFxeqVP6WHi8hGuCTuJmbpa2sYCx9o93B9SBdaEg=,0
yh5BWkQddFfsGu4Q52f0XmTyKeO8e66khbwghSwEQic=,0
WCQO/S/ZtHN95PMn0C9wWngPWfo6QTYvx1CH/kSIbFQ=,0
vZAOVPU3BQbg7zjYPyVCSL+/+YEORNCwxv5TLMtTO9Y=,0
005gP05abJe/rU/o/FDkewNAeH6CpgQgoXt9GZlb3rw=,0
CCPZZUfVcQ52GR0YKYVEAS3t+VyDrzqE932W3Oe2LiY=,0
0FVS1cC1whDxtWvnoof4jSrr2WpaZl4xaQarSncSyMA=,0
BdLPada32tiSwg76ih6O8O1DBOhZzZ1huW22kVAhqoc=,0
4D+BmDkrXN9OLcZ1sg6E7BZN20O6x0ifHY2fJlZwKzw=,0
TO6dBQLegq4/UXcNPhUeorXiynNVpONlYfC4tc6ToaU=,0
1rbygT50NqK5x+WEOwduGsnsz0/mJuqgYRNzTG2gy6I=,0
jafGQ2pHU9QIrwGyc4Q1gnAbb+WVpcvQB9axeQg/fpA=,1
lUiq0ZJhPpHQy0jKegPWrkgRj82w9aKsF3mkq5QucZw=,0
n0KPhd5LMDirJ6JARltoGRpTzNW+u/kc9sh+L4kOIYs=,0
wJn0nzOtUhZHRN4Ase0QHDmKCbGOZPwyizTF0ed9eyk=,1
JJPU6XlNbEwTRb/5gBV8ZVNg+ynlZUF+iEjlyWzk8ZI=,0
m3PqETCPa/Bdlqv0Nm/BBm8QKY6/l6vRsrpNqU6iEEE=,0
uPh1kpShClmP2eQkkya+bHwKnSGWZ0yNXYt0+7Hj+I4=,0
lkFB6ZN3Uf7+qA0o+8ABaiDFxGlQEpNHpCGAtioq6+o=,0
vE/oU0yCRTpBxsax81T9vKfKjJ+UbdAIQiKqgToIE9w=,0
W27LmOIJZI6CCx4CwxJCKQ3mALkHXiWyN3v6PD8zieU=,0
GhgGU1RTlXzdsEZhD+sZ9WWs54fBHykd3/hGASEcLsA=,0
+xOKaWsn0pXi92zVswX7W6RBCN/YEnqmIHCz2inATOQ=,1
ejJaNiuHy+T3MXTfCWXkSuWuzJxFh7DtXu4RIx6Nm60=,0
pql3dkbYvpDmjNHnsyQmsKkInmXM2dslEX77cbY+y04=,0
7v8uBdm/Gu4ps11aRk4vnlzU+dOtq4xgMkUFqQIHOi0=,0
nJRHpM8kv7TbFmn9be3ufsAIANtPCRp/g3Raa/lMDYI=,1
r0l9T6xb/8XkVrprt/ME//mOLXYvEAMmtgcqYhWB/cc=,0
9O6OzfC0bx8OertmKbvtz2W3+6inIC/MEvKBTqTlsLE=,0
nRWDWihyt+BKe5EDCWlN5ajdoGCRqPlIK3Jn8EPXU+Y=,1
A+BshRk9NKwUMUU5ifvuckb1sZ+vJ7glWqqLWQONVu0=,1
OUDpsUAtYPltTbKjFSZ0zUNiuODHVwpSfZVUHC7m7QA=,0
+KxvUabfWkZilotIZqNV/u8LAPYGUGKOZXcaQ0ewfEE=,0
Jctu5ccOtCmD/ajDpTiMr4bi0ghnZqQ90Tk8wJzocAQ=,0
AdM+JWkWbg2b+QiPPPVq/wTx53KeXwBuRk+5LlIWlTw=,0
OTmsBmKKRaEoHz13ZwXmrDCJb+kZ18Kn0BPrYZp+yZ0=,0
Nhe8hoYshmMWf4lw8jUVRFnnX3Jihv06VOXW0yMrx+A=,0
q0QaG9RVhwrFI6koHWfID5vvNrFJbdGgLqOFjhHnwQI=,0
b4H7XyLu5VxXnkj57M+KYHwgx48R03/hvTwEVGH0pIo=,0
Itz68XjjzH8x7N5M50FbrEu6QvzUtrfZJLL2y7z5O/E=,1
AXkJVFgwHN0br/RYj+rHvI/5S17idAbTzYlutuK7tsg=,0
H3TxTacAO9g0CzZuE2LkmFD44YCu5qNipITkl/HdiRA=,0
KIW6VDgRTOknVC8ny3np6tCND38uHlvcgc01X/YppjQ=,0
6RDXC1K76TAc/Emo4klMtha+/PNyfDWDDzbxlAcpZZ0=,0
+fJmyjNgw0kJ4crh7dnLmGNWTWdaMM1+vaoEufr2xgI=,0
0lWTCr3q6r5gicKtda0nisMnfUnD+Ms4uMo8vui6yWY=,0
BaCk0l7LAAc2D3t4xTvR0mdo3fGXf6ky7cP/liWR15w=,0
MDyL/f+uYAMqXZMicWoPGOH44bZbCft17o7axQnv3sk=,1
aCMDOC0XENRTiX8aSsQK3rXzJD30ugef7KSMwP4sLE0=,0
P8D02kUr7/0eqyDbQA+mVGldb0mArUe/bbWnZZ9ooD8=,0
PNVdJzu1B8VRD6wGRi5Z6QQzXe9DuCHG6NbjM1bZdGg=,0
Exx/iRaIAKuI39W7mber69XBGQOQiqvbkc1rp+TGMmY=,0
qUnGDdnaPDWY2y9i1K/WZFLw68jwYYbv3HCnqv3M950=,0
d6XMPMDEwmUWWrmOAqD4964MX+7qvnqNDapduEu4Y30=,0
AdAfDIqNdCHjZRkc0HgWsA25dS3vpOknFSMJN+cVwbw=,0
Imf1M7rVlw/orjT7K8BuTUqSQwsiAAPwHKsXpRdvtgk=,0
tZ8cDsBm9ismoVEgzMgLZFCn7VPp9lQDYFIQl53y4Nc=,0
mVhWwvEfDB2TTgJ5PYjGfvV15wyoj1qjc7AWJGmCktU=,0
kx848WSlWfJiG2Gvfv/hgveMtdMqLtMbo7uTfrlhArs=,0
tV0su+MKPXgYRGGJK9uAP5ZNTHGpeek+eMfZn98wC5s=,0
pKxHdo6+ywmCFkBrBuzDQwtkeJqUUMjvc3bxnt5EngI=,0
/JC9gNM4Ghwma8l89jcC01xPjFG2dPiNiAOYWUKGFsQ=,0
ckDqxyKV8NNenHXjozL+UnbkIYIUnu4ZtbIO3zjioa8=,0
gy/BvQ78q8/LARYDS/0NmesviKuCjaxKxf3F6wW+qVY=,1
qxQe2gLbbW9nR0fmZw0LocSe3LEjYtuIQf1AqfW8cvE=,0
Yb9FUczBvUsLoznjchnpaC/kRK4wCX7m6ZT1OMYE5gs=,0
JMWh6HTBC01JVAojOnAIDzOgUDD69jmYpGzETmd6NWw=,1
5VPPdks3c1/lMOtEnj1O8n+736U2P/nS7ldA3w1PLx0=,0
haljmmlfamVPXaWuCwjkDgFWF3Jl1uwo6yWf8hXZ8Kc=,1
LnoqV3RXP2wTag9eLAkB/A5ot+KjdqlShikDwy7ICSA=,0
8Dfy9kxZDUwbwSqFl/sOL04lN/LPbq95TfBXHa5CDx4=,0
7//G0VSZf7m6VUHxXY4BAUvX4A3aQX3atwLVftYMr3c=,1
xTU+phPukJ2jwpb83soQIihR1e6CH3o4KXDzfkOhqMY=,0
SKGeOnc4zb98TVldpb05hHfHSo6MwtBCl2So2yZpci0=,0
m9WdebJqe/GJSKAxEH0Xm+QNzk3q6QirLdcGYrjc4KE=,0
VSgvp2y0mFAXRCra+6axqEzMCdmKTan/3dzOR0oU6sg=,1
nEOIYfBirxvdBtkQnglXAxBVCiPVPs7QblFf+lWjgBU=,0
CGaUAphBZ2oGKVf7TD9+uLm0YFzCODtkgV1nO/JxXOY=,0
qgLDT6TdG50bPvqhvS1db1scIagtZZlIkO8rVxiH/Q8=,0
uQ3pai092Ezw3wj94JH0awB57rNZ4WGzB4liqGjdFFk=,0
XZpIlH4iew6uAaIaHS1tTfWSJ1OkPA1zZQjHHJvXIQQ=,0
yforJ0fqIyB8anrfuknR5R1ZOYOa0azpShzs6i82XO0=,0
Ul0yuS5wXUlv7S+NvwN/pN2c4y5FewTVyyfjqShxkOM=,0
sT1MXzP9Jwx1+t3FGy5bllxAaKTHQ54RVAg69OEZq1I=,0
ZOzGOsBsHTVo0/mYB3neI9Fa70zpdn6MJJSEmbK4PMg=,0
toZD8N2/vSq58la1TCgewATMRVACZUq3YBUkdZgpsS0=,0
pPsz5GH/QFD0hWYzNt2oGAajXUeA85CMtbGcSqPJ2lw=,0
8lyb2/Gwm+kUYoq1mz2Q1i0anw83OvMPeLMVFectmzg=,0
kTkg2EHay1/WOjev4/MfV0/GrvmiEXK1yrkdJ7jRod0=,1
BCZTsf7T6Sc8siwJD0cLDOZ/1EnrXQzu8rvsztW0LKg=,1
nZIFZ2CQKHNyrBHUNl8QKYYxJNLWoNaCjWr2RsoAQBI=,0
rJFoTH2k2QOJVeaf+JjtmUi0wIZRQDdE4nnKXEvLSKo=,0
zbv3LaMZ2qKuU7gYZzm4/5aiyzF76EcRYheVzBOHgf8=,0
MO7y+ZKlbFbnzMUvxda3iw6I+LYorynLOUelGVpSblY=,0
uHY4sIw5LMkRk9wWoZKeWZvweGlQ2pwnO/hEqNNN12A=,1
EIYTlOdUFVX/blWrezTJvHx7F8dfQHg0TTylgFEdcNM=,0
GhkvzXFaip2F14eENHsvpX6QT08HVhiFlgOHindNhNg=,0
/8iv7bUNWEg1o7CgRSVBhBCAV5SaPWjZJHRBG3Iyh44=,0
DuOCQCBShZZexzIAYHA/K9hR+s4OmZMjNVM6G68YLvo=,0
kf3fTw3TuuqZvjfK2ZuWXkpEQHdVrLjEUfnFQ9NcAL8=,0
2vubKyoGaUZQcTjYmnMnvjsBterDH1JPgwiYrXCotR8=,0
s+WdTBmMKyiq4c0+2C6nDnQQnQIFlsOjxv4/gHC7mUs=,0
i6wiPnq2GRKNEFCpeetRi47GR6RW6vcnKco2YuDm30Q=,0
RpEpOIoBzVwjwdshnvGt60oJxvfd8qU6EriR7zWr5wQ=,1
GV524qs4Mn5kyz8EddLwMtYiMbzUzftY1BEBg6PwiYg=,0
Tp/tYu8BtOvzKiTnHHH0G2QhPhrUYXk+zNBX4ehWPh8=,1
EGm3r7k+pCIJq0oRN4n42x0TH8hD2n/+l78/kn9kGGw=,0
6PerbQMGEbj5aMostWyhdd+2vQ6qkc9sRrcCzni9Gg8=,1
/mgcoaDamV1BF28yVrJtvFtfYPtcYp0BTr0X2Layyw4=,0
udW4MhilxqOdsTJXvfCWlCEDAd0q6VkOecZAS9Hnjx4=,0
hp5Nu3DqhzQ0/3BMlkbu3Mvh0NjteJ7YC8B/RcGP908=,0
aOct+WAT8HiQ/v+gwIK1Tw080FfiyMur0Sej5TQ9g/Q=,0
nfD5j+Z9G56DWZ0XlrhKXHh1+WBY2yA0o8iIymT7ZpM=,0
8oz9/pt1NBTc9scGJfOOeYJVRJzpMK/diorEl/qF+qM=,0
ITAf5v5+bO7oRCQut3hHl/dcmuadFa6CYyA2R1chFPk=,0
TdPvD2ISH/4Jg4gv2ah5UBcZ/1yfKgdWTPKwg+fwwhw=,0
U155VusAA957YDpHxIpHL+85ZnTaU8Li1ZLY/8yJVXk=,0
3RRHJlEEd/Ppdh7+FEiejFJlFB+SIO4fWSszmK88kuo=,0
9PQ6/MotV+evt8yaeh3NIC8UJDTE2uQuc9OE8M0dPOs=,0
9xYtyNwK8yWCSmmXyHZa+4HA5cri3SVGu+dHwE7Dcyk=,0
/EanEvioH47vbBTGjNnMz1iNdSXeUkYn6yi7Y5vBQ10=,0
aslyIGs2nZxuzCIXfXjzINCC3mBzA5baXIuSkhkoLe4=,0
jd0gSh3a7/WmsGnKCghxhQ6OJcPhKD8k9EuSY0Pstzc=,1
wh/ngLIQ+tgBQqSn1o9jNf6VgXWxC580mTCvHvnpcVc=,0
ZzZ1H0xE5Q22zLqVzIqNZX2pbReDoFNmkCJ/Jy+BsbI=,0
J90Gd3U+EIcrypRIOgMhYfVxWHhVXVA5g/YsvSFAsmo=,1
ERUqHkECZxn10KFxQJN2PlLg46aQ3t8tS+D5j55aiJY=,0
fn6J9GIXIRaFhsFPU/W1KFFbl9B6vNvGxTdIb2AG8dw=,0
Oz6JoBnSKOGfhrjLVyF980gQgrPc4kiOxDeRsUUFn3w=,0
eDhL3jkFx1A2EqM/5VeBJ7GDAtoeMgfkHFUmvkHGmp0=,0
AxzsolMSnuGSxvGohQmH9gmOo80TrYGwDe6soFum0SI=,1
AUOGtjJQuo5IurCJ4oH9aB4eJNKHNM99IR1YkwA+NLQ=,0
36ecuIC4HzogyuUt6Unx7zELkjZcTeQAqkhP8ULHXMs=,0
xyihQJLyC0AGZ8VXZkHzH9LPZwqCWQjVhHL1DdX+Kic=,0
40E4PivfbxsVsAX9efLU1iH5dDjKYrfQipDl5Tk4xxU=,1
3YWTpLu4DzsoSvNdJ/YQ8nz67LXg2ybO2TvKPg5xgoI=,1
aOWcHbBVAhP855xBOp5IZ4vHDhzM9fR9QAR6SuOLFqE=,0
16hZz6lyeo4CsrCWM4R7bw8Cff/ndBrJUF/rNy77RV8=,0
tSifmTLUxzcpXh4GtLSup9BuemGY6aXHi2GbtMRIyzI=,0
4lHgPIs1jyNts1usgk4Y1zXGNi6HETHpHuUX7aKtgRs=,0
Kg7VlefZF7XMzoawvgDz0vu75pR7jJcIWLHPZCTNc9o=,0
Z7RC3ynp2H4DzEPAXBCJXHxmzhcP7JDYpp20/IoV4PA=,1
FkAE0WwUUu2LqvJCd9pCd2iecmQ9f1SNcLGumPXnAAs=,0
2M7tnO7vL/TLFkyEyUjaf33XovmWj9Tbx7cA1r5MBuY=,0
MPlVw2Yvj/AoQ1Yu9ObSOf1PSWUtzn7bg1v8LW8wHoU=,0
jufgxIIewYCgFmOPDwjLW2xb8m3CBknKoYibUNXGE7A=,0
zzLS5m4/CO60cgBVzUcG0XaNFyvnZe1rqe1ZRSZ7uMs=,0
uhphxaUIOdRf0JdKW7yxCA2A37tdmVaV8hhG3ODCoY0=,0
/tcdH0qtOTvLX3zyfNZQL3TmgCLlo9wpEO8LXpFcszM=,1
2sXAPZXJ5+p7eb8BjdoO4y3zbtvJ4GHGHZCMxAYI0c4=,1
0SRi2Qjm75bkxvYKXtsg1fhwWZlfH0628XT/8jvRN/g=,0
hdzmZk7sVlXoIiLwxRR7T6fLuE6OvxC4Y3jsGxm6osM=,1
NE/UaeYRIg/N7zXd3aXsUWteq0qBfdlm5vkcbAoqRII=,0
DW8pZrKZCoSI6LwjjDz6PV1pRg4GjRCdJWW3kuMFQWc=,1
VU6NqqwrHoO58YRiJ+FsBrtgq/UxgjJNQA+CjRg39/E=,0
7/k2rLrHLIvttGXyLv4STW9TwBhWuW8IeXtKJzD0IrY=,0
qPwDYexufF4lYrOlMB9U7BXMTEwAa9GNmhyPMhTfnLU=,1
KWp9Yi9QINg83lcoWg4yBCH8pVoa8ajhwZKMRtz3RIY=,1
ZNmzoaDGfIAav74fmf4OgrPlzeuMQTWVrcGs/QZO7x4=,0
af2jiyZpG/oLwpiqXgkMiwz8rAluMYdWeX4zO7bscSg=,0
8enI7UtqU2FHfFEL6tlUWKKbWBGfCbcpGMeDgFzaP5I=,0
8+3XSDviGlWgH/nHw2Z1qp7yWH2hl8rMljGNl+c4VB4=,0
Gu0r1BzUeARAOLQnOjDQYHfHBL9ncnagxXHft35O+wg=,0
2vlp/fr/3Jy6REm5xVx3sC74X2DtFxsAg0erxxcR9Pc=,0
aWABHEZ2R2IA7lZV/yKnERnareuZIYGj3aoAY1Q9kZM=,0
bR4MDOA47rCG+6CiGxWjnm5fMFKhcUhXoUAE8WbzAoI=,0
6uiWGpySby9uehZ010SXhNaAEFHh4bhxSx3fHzLizzQ=,0
wwuqtADh0/vYypUjtYVVgy3IeiY+AU7atkubxc+1Bmk=,0
MZUwgS4mOFlOP7RGuChyQfIMiVAVcCyGSIPAQE0QXQ0=,0
otecs5g1szr/Lf5zUMc+od7ZALISIZ+muJunMt1Ggds=,0
9ymMuWHbZ6vkuKQ/In5WYMFZHfrntOfSYxUUtgSLXpE=,0
H5qTYlMyUocBPVR9iVZpB66NC35BLrFO/44PNnAgA7g=,0
X81Xh8iKFG/StoonGoTWn61P63nOB1A5dNnaT6+WYas=,0
yzL1cy0eLS7KcN1j3tUmUnpcfyZPpFbBjIlvPHJj/H4=,0
+omdB4WILn2kRjQCkI1gDYx3ML2WFrZx1Hlf6+mKCgw=,0
A8x1zO2ugexECRSp65i6/rMZxC+wRP+RJIZDM1kLpf8=,0
YElkNrC05SWRu/OOi6XuKsgDElhyJCnpVwFObtIctI4=,0
LsUJp1fCz1nONBl7adBvNq9rjNMgdC5khBsgYb6njmg=,0
ucv5czY2B3WWxJ+Rzau/sxWKpG9ted2pmOmPY9aV0jw=,0
Js/tPMsvq3DKxObVCzGixD/0YMpZ0q9A0RvEmMskwtU=,0
TmZ5IdAMsdfxaX4Be1R3bHGStSzhUjlFHcuelPNemx4=,0
1F1yjJkXGERtpnak19uE5sUsKG8H0FMGeVz4T2FNAE4=,0
KdSIzpYc9y54hasw32pT4LtDT1wbVl1PdLKrXJKkSHM=,0
sT4pNVMU2M5aWuMnPfJUw+FeKLLy1LXHl6K+A6GIsWo=,0
zzz1Dc3P9s53HAowRTrm3fNsWju5yeN4YBfNDq7Z99Q=,0
PSYHME54L5k0KIqJSMlwEZdMOIzjt5RQei3fh7mkfFI=,0
5UB7482OEsyPgMK8x028qLAJbk0oP7amL+EFxCpA5bc=,0
1jdLWzKTwxuy+Jnr2b4xyqEIZMygOT5BAwVON98zr9U=,0
x98YK1JLEBXHP0R2mteA5j1HA2yi0TEoq0F7Ezl6l+k=,0
K5bn29N/lrJHcrhJxhtWc+a40MV99AinhgXWAjsI6sk=,0
reUTEqI1e1TQcJ9J913UuHK2hMKgpbLbp9Ghgl7nbMs=,0
Aw3C2m5DsT/WkZGY4SmlMmyXCwANM0C8L9iyMW4fiJc=,0
tJ8h+DkrrvmHOSZegnvxQ3OiCLKYmEKsXDD97gjJEO0=,1
SrQb1Zd6kYki3ammd/qYmKnuQuOYvseMe8IdW7niits=,1
ZueZQYM4aA5fqvXRt5OoJBPBul1DYFv7OCGHpS6fgtg=,0
Lee5sRs/t6JzhN9+SliPVxJxqcDH7L5iay/koUIuFnw=,0
SJ5kfBRfAIFWIARymixpGhuZSTl4qXitXcqmalAl8bc=,0
KOsweBHTXVkQviwhu41ncsPofd+LykM0Yoh6aZdOMTE=,0
sIr48hdM1xbdGCyRbqmRhkn55OXvahMm3fI+TSEFtmw=,1
0CUcI14UFzybNLUIyzwyGcmcrB9667h+oFX5BJkRivE=,0
PCFAesBQJ4XIYxtsg8gvLX32lurt5uw92K7zlQJqIhk=,1
Y466VqGqH/Mh3FbscbqC/Oel5jefiA98M0n2qU8Dv/k=,0
p7PXuzK+jW73U09VBBWlBVU7F3Q6YzZjxm2c1nnXt8E=,0
AWfawr0gfgcq9XdWiFldfjev+TyfjSh86JGKfA/r0Xk=,0
3OlZJqfLnwf1BvxEO0Zzr7DnHzKG4khgTi0P+ENsrxo=,0
5NMBHweWICrp7sTwojL2+ZzMz1bVqthM4V9hRsiHuwE=,0
Xx+/iQ/mpmR/SgC7BrFtKS9+gFnUvG9Vey40mdJ9mbk=,0
AvL8936blAxfBOTDFaxB9g2RhKukxm4D09kg3EuCfGE=,0
noeMcXP/lu6QUrjsdxt1v/VwcwOf9zbSo+L6BA2I5ro=,0
1yDkZRhCkGcDFzBxi8Bb1mGM1zSLeFm7ueuoe+2+2yY=,0
oXI7JzeH/MkC/KBRPvoLbsEbMLZmQ4g4XzoPV+qvnKw=,0
gNPytCqomv7DZRxjdCoYnfqFunAHcmuOhbi+qt9KDZ0=,0
TFc7DCnglLsEW29w8Lpo7FCZBiJRJRhxHypprwU0CpA=,0
Z508TsykZ4NbhvJGf0qQGkevAuuwuYMgwYMWZer0NWY=,0
E0rZIdqSHG2Jx20uL/ATr94AtBa8thBwv0bcTrsEpJY=,0
R8dR7q9ZL0+0x7MK+dyD9fvd505TeS9dI8CvZt1wsgA=,0
SNpGEOIo+1G8+BnC5IuA248OABCzfxo1VAOvy4brKX0=,0
dpiwP9Qw8BxeFaC2iqtASWGzOm2j9rjJOqAkzzpjbxI=,0
PzTZOHJ58plshQ35xqL+a2w9oa0NxO0xRWwwwNmCwTY=,0
yKnp/tpdsrZN8kGkrslYROngU9PvLGR2Bk2Y3W1K4g0=,0
RyqmfKLkgH6fKXdO/TzoDJ0dqtrz3AuvvsRL40GLzv4=,0
tIO4Xxb2TcxDGmU7NHb6oaIaWSV9qlVvWlHUlNejaSs=,0
pGRP1Xe02m5ak671Spn0G9E5lu7HDH3PbMsopezYm/Y=,1
LIevPNiE05JgMCXaFFo8fybIU50ygnQbznTa8yxjQT0=,0
oyMMXjmmYVROIUoirDGrlbZI1N7Ac743MMcTY/sVYUU=,0
xQ147SGW3/OiArnRCPw950MP2C227cmzgLaZd8Pv0ek=,0
GnznVsIqC6ChVYvO/zaQPCKZSJgCQ5QD/onpH2ABSr8=,0
3AzHoCtZdZ4JcnktT2b/bVg30NTp1mDk2IZHWj8IMEk=,0
MyL8RCx4uana3e+g5tCZiWLYPjFf4nswHEh6m+SuEdY=,0
Hcr4YYuii/0W3ACk96x8sZCEgUjohyjVVE8Pov0OvYI=,0
OOroO7hNg18zKXbCfOrvnoGbATOyXimv0FSKJaIIn3s=,0
w11yKT0bbwCbr+IhtWcLmIHgZLOHYoswBZrg0A90JNM=,0
k0VWJaDctAAhO4EFZCUCoG8RIk3Lh7/8uafXJrxMc78=,0
wLuCoB8PD7p+O6bJ99+1Bp7Rk+sMnF4Gh3vHBJLUWRI=,0
cAaILg1DLhgCvinplbYlTR7HG3LLAwGwDtFCJxyUW5U=,0
FPaW72Z76faYHpp5uBUDLcfmGtgF3NZQklUSM2ezup0=,0
Y+LcIY+xh5fYnGA6BenyD4Uiyv1Wx9pW7mSA+AO6LbY=,0
gN0N65xBODANZA94g8ZpU08s5f8/cIVCv+FV5mWv4OM=,0
EDVrLgkgrNtsx/KuBIKDU8OohHQdWsqmJt/7/ZUfx3E=,0
V17k2xS8WKm7AzlrkKt7p/WZ7KD2DLk0i1etuM4LuKk=,0
vkdo+F1n7rmYiuSq1+yi55ivnw0wVPfKAKZpTgsEhZI=,0
ZAvfbVabkoH36ksn6By2LuqRZjcyeTkodikv7NW+3ps=,0
n4H6kqH6HZwBAt5fejPXuNoNo5SGsNgIVjQQ4zQ1lTk=,0
+faleaPlD1ggnPVq908tCODPK6kmBx0IFFbWTH0iH/Q=,0
K82aheI6GuZKXiuDDQ4uo5KHS2Pk+wqGIaS8S4eM1t8=,0
vy7Nxy5Xesw6Angb2uGr58t0wYRXP40NkedHIsx4UHo=,0
mWNBN6ZcrnqzCYRo88yQaq4ztnQ3jNm2H/SID1JzYeg=,0
w6pWJI4UA9RQEOJbh2wgg46igDELITReCdxkpSzvtoU=,0
V5yWRIhHjCFrFRHhMP0tNpYsE18F1QDDLlIAUpe8L/Q=,0
JrmqKEn1I7+LWIWXbVmxFvtKK3f8ZEMG+6wweXthiKs=,0
thu2y6M9TULTCsvWkK5+AVBdpkfuMbK/dG1d8c08kcc=,0
KdDuHWHra1q2Bi3SUNt76vZnAebkUv4yh7bWMSzEd9c=,0
g+beUwS6wZoLlH0htSdA234gBiADMLJC1QSowJPc9RQ=,0
RdnI548VKF0pYwCPj03DY6jVqlkpX/rdVasDY7R3nxo=,0
1REw+okO0YJV7XBn0ULTb8wSeohiJWyZHlyddhhPNJo=,0
RFjNE77CHfNWKm5lTQQFMfUU77tcM9Ae8Yg/rtMHfxA=,0
Y+0VPvNmwBh+JSO74Eir+nbGEgmNZyUOIGINpHons0A=,0
svo2iMQS/r1jSFftEbxZ1wtlTXeMWQ9+S70Odf2F79M=,0
blqtQAqjO0CMZkvB+ZRpVE8VkSsi3LoT+SXb/M5olKM=,0
mpOfUOYT8902+tqHWnt9/un3At1NJOVZVLjXxact4mI=,0
aTTxd8O1LJ1b2PFySX4ESJ0cH+jn0G15rI8oqCaNhKI=,0
vWGABuC2BVwZQZVDM8pT40sEEy+Wct1wMKE00GV6sPE=,0
Pi5oZIFKveZbDB/YBqxy9BkjPundnoJuRAmTiZRFCcw=,0
z37j1UFTUW86e3iZhQby8bfLB/dQREGBaB3CyO3zKMA=,0
h4P4fv9GECVUuWifhF96KnhkKcDAberMSX88b1goszc=,0
OBzE+vZOs1KghFb8TRHg54aSs7JfXyp7ERmWk2zOPJ8=,0
lft0U2mVxulpEKKJjlsyj2bdln8IbARWg/eWK9zSv4s=,0
/OiWF2vWWDQQU3USUJmxH9CmrFjHkAHdib2B1aM1NDk=,0
uccyzhDwjKQrH/Lwlu8p/di0hbQajwgrFUz5fjloNSI=,0
//dgmV2cL062cGgEsPa8DZw4wCE9exCK5K8r2pBIPd4=,0
raCZT21DRhf/PbNHncKilrPDOWYr1Trgeans+yFlCvA=,1
QUquU+CTBNviaqsfvSfCLmw3WSzNKv8PlyytMYUcywk=,0
ZVAn0OvkwohRlHVHaxKgf0I+nnqs446bAXFh+XqFKaQ=,0
N2QP/+5lhf59X7X45QikkEQ+Dm9InjRM0BHHI1ZVrGs=,0
zHtyRv+AWqJ45vRlhAR5nz/gd9oKuF33Rsg35TL7O38=,0
v4mJhv6H5ChzgVyVAaO8zT6ANC7Dlg0AeVqetU7SStI=,0
Zbksr/ZO7PttZ288bSkCNOLF0IjzAOOK4MORYyK6w7o=,0
