msno,city,bd,gender,registered_via,registration_init_time
YWVCwnS/QUUQ0u0zuxTHEnUOybjumWmUYSmP02pJCEs=,15,28,male,7,20160628
Emnyez0XOiVr3U8sETOwRm5C3XhWiE8gq0lLWxZWJ6s=,13,51,female,3,20120227
Cs1Qet7EG5KokULXdVgZwkf49G/z8VsVEHuIFYNz6hw=,18,28,male,3,20141103
BdLPada32tiSwg76ih6O8O1DBOhZzZ1huW22kVAhqoc=,12,40,female,9,20060523
IE03aOFxPf45zH8wnE39EkHSNHSLvqK3FCjB18Rxi0g=,13,33,male,9,20110222
ulLKvMWQMYyJcXFYM6OPS0HSL+OudjHq/xewtWpCjAI=,6,22,female,9,20150918
7MqiEI7pQCqVXrTMwcAcJY18EamXTd/JCgM+P4moWJk=,8,33,male,9,20150922
8NkTTatsLKH6J+MZKKQ2/S7BZb8YifQzDzLD1C8hNmU=,22,25,male,4,20151012
vGZy+kLezkCoFw5Dp7wuk0HNcI7+eT8GLqLJCNPMs0g=,4,40,male,9,20111117
BkLuZj+9qo4wovYn11Ezhb46OW3i8Vwlb78k/5qGSc4=,17,31,female,7,20111209
YuGSj0Cj9eVOrq4TfWn1OdggKFeu46PueA9X8x27wWY=,13,28,male,7,20141208
ITHLosLMNJ64Cd2RGddSqTXcpTJ8EeAODmPoWvT4JuQ=,22,29,male,7,20110111
BK5SnMmlUjslIA0IZlzxpUyBYlV7tFzDwt8prn2T8lY=,13,27,male,9,20120730
0k0/KgpOADKY3lDG+9me2JNlYVaJ2OgvOhVf5rMqo44=,15,19,female,3,20150208
iBVhgYy9HctCHywzME9FODK4XgKt3C/pIIm1w0WHECs=,4,46,male,9,20090522
RJjV0V5STj7d3LHsLI6/kRnTecuSqeiJffx3Gz0NOu8=,7,25,male,9,20090601
7eK3eN9y35NyJnDZ0hBe5Diunk3V1K0fpSmr5UdtYBw=,13,27,male,9,20090708
fMjYcfzRE/B4wlSY2YPNdg5hry8XdRkZG3QxnZnh8pY=,13,23,male,9,20120706
V/ankvQ/upTFjl4PpYljykc10lVbZOPoeqA5LYnon2A=,5,16,female,7,20120721
UU0fc/7InHKpN72FjoenrO99Z0EjlnB3a7f81/m/p0I=,11,28,female,4,20160213
dGCZ8XavbUgRXT1OJb4B8V20ZXpMZMozC1eqCLYY/9M=,14,41,female,7,20110225
CY052DsWckQ2TCTHrpFl9jL+YQhQyTFLrJckkDh9ulw=,17,28,female,7,20110316
qgLDT6TdG50bPvqhvS1db1scIagtZZlIkO8rVxiH/Q8=,13,32,female,7,20110603
xOE9ZGKXU6SgZQEEZv8N5dp6ZWxOqngrNrWPdjBO/xM=,5,18,female,3,20150225
tkVJ/r/eKjzXumFu7Qv59Xfmwu2hrz/IttMEOgb132k=,11,22,male,4,20161202
qVn1z6ObFHxxquaXjONOJvzFZ7H+flqRo+zhZh9j56Y=,5,24,female,7,20140207
4Y92IPIs9n4jGjI6g0R/IWVxX4Sl6O5cdxfZNNI8kCk=,17,23,female,9,20060422
36dOtNtfmhIzB7aCUB3DiCjWdkwHQmp3NjLwvZQzVKw=,8,33,male,9,20060519
RQyq3drSCe72uka/HK0bySH16LsJRnqZ79UvUhc8uAY=,13,29,female,9,20120110
9FC58yy/HutD0drFPGyeqsN19UXHK6M+PgXbirt4krE=,1,27,female,3,20141215
vZtrbNFasR2bgVJOOKqcamn4BuCW5zgXOOxXeVN+0WM=,5,19,female,3,20150511
RMyDTDmM2vXEWyZ1yBfAiS8q6qrus7rnjjXbK2P6igw=,13,23,female,3,20130406
9uaHjDPJNuHk/oEqeq2I/AbsQtKCwrpw2nYJySs0j5Y=,5,44,male,3,20130416
j2aXQviZbgdjuhAVPc5jDZwJuzgmSl24GmqxA6TUij8=,14,34,male,9,20061110
8ZqtXpm/AXM47ZjG8xyAB+6ybIkvcPVmpNMrNvbsThE=,13,24,female,3,20141218
RGNvc8r0mFRNOWl5xNFfL5fD1VzHGbin/nnDHIhM+7k=,13,33,male,7,20110125
OrOzpjNNded0vqdDyNuy9UbjH00xnk+Q+fe0L9cs2dM=,18,36,male,9,20061230
nNH3/SwkYph4fDgKwrbMAju/koSuUWTNql8yqrobfqM=,14,26,male,9,20060318
e04Qk5Yqts6Hqvq8YvP4L03D0j11Mc3/ZK/KpuZJWzw=,14,22,male,4,20161127
s/hBqJe3BMbCjvvx5QDc/1uiFA65rcpGUIyTRKupGdk=,5,24,female,9,20120408
LX/sojMUSV5d28v8JycpxCqbfsC9xTrXx+u/KDlk4ss=,11,30,female,9,20120522
3d8tCjn4K/tpdxXQNj3lMW+JJN+B/bR8Z5TBpcxlnuw=,4,32,female,9,20040328
qVlxL0e10M/pCVcPkJp8g2m/ofl2mHiktKzyejpzw5Q=,4,28,male,9,20050614
QQK3zzL+DoDOiK6odls/dW7W6QNrDJVEX/BkbxPHCKQ=,8,35,female,7,20120112
usDRziO3KyEb5YKb8P3K53xpQ7mmTfFCbRjoo9oPPK0=,13,26,female,9,20150116
W1IfjW8sZmVUqgVlTVRy8xGJ4G+eHI41W14S5YrQyXU=,5,47,male,9,20140328
SQDJNbcvHdz2p9GzAKMpenS7q6VLJsSuHbyTybMRg/0=,5,26,female,7,20111230
35dP02/pjssgM4PbRx5dt54BTvZw7r7DDR2rveMly1k=,6,28,female,9,20110101
gc4QAGbATczq+5DY/Dy6UxOYflHmWPGrJXZm5PRZhY8=,13,29,male,3,20160820
QoHcrY2+vbDCEC0pM9WU4Mqdc29hE+4M5Rrl+bGUxkA=,5,21,female,9,20161212
S6WDXtaUYmdfuKBuq8ADmB2bQACBNH0bDeXiNRghXN8=,13,26,female,9,20110912
TLVSHgsmnGccMaRRCgbD6KjUwvajwGN69NrngLmPL34=,13,27,male,4,20160328
1z9491KAqVOw/3I1MzR8zsIsiN7RGUfs1fv0UPVXCpg=,5,24,male,9,20110826
3+HpeC8bKHqE2yroWEiCbaP02q1HcBnpQHtXpHtwaLg=,13,24,male,9,20140503
wdI+D45b20KHrqFwxEcc0M8ZvbYND/1JWFicxJ1Gq1o=,5,33,female,9,20120718
DbEVZPZYeeQL7FCRJ8uVf4c32mgWbH9IgIu9eGL1S38=,13,29,female,3,20120722
VN0b0PZll73P6hNYhnMV3j9qkjEIQFlBIqyk28dDE7A=,5,60,female,9,20120831
gjB4Wnl1x/b7A40PwRklzOCnV+vPIO9fvIbbiNWhUv8=,15,25,male,7,20160613
rsx3zO5xjUvWu+8wvK39VcFYy4HXKL85hzg9cVSfuM8=,15,29,male,9,20040329
22qtFzvxcKib2CfX1CCeQegFJWPBtmvMZ78UYAHae2k=,22,43,female,7,20140423
nEEWsW5Lmn4n6fEe+934Yx+VwjN29lZ72mlvEIkJS+Y=,13,21,female,9,20150711
DyQUBezJY+kl18ixAAz71Ki+3XDTA28c1ko1d5K+FrU=,14,23,female,7,20161105
h6k2ItoPNLf8kdr+ehNFydyMBuVTjIlP+zUqCrtsdtY=,9,24,male,9,20080206
J22pZFuZvxBY2PoLhTbOiizqHJfZngcKMVkMUG0cnpw=,4,32,male,9,20150420
gr56oqqOHn1/6qBjlKUjlyc8YWobYwAbtHJCYuCvM2A=,6,42,male,9,20090508
f3a6WaHm9agZb/aKkXUTf8Psdm8dY1gnRLPY6T+IT5w=,13,26,male,9,20101130
KKYqxHJXHWAJHvQ0QbovQtswmO93tiVSVDnnMqAGG4s=,13,26,male,9,20060429
3ohqvYBUvyW5YNeU0gAg1xAAlJdqW40nMdCahK8nroo=,13,34,male,3,20140927
moz7vszXWv4NR9kmTLI4cciWOyRMhLgVvVeXQQf5uu8=,15,24,male,3,20141013
7GMnEHEOK64o53e5gvQUru2n/kzNSAcjKbehfkuBRAs=,9,17,female,3,20150805
qcwZoy7ZrfTSndmC16R/MUWVaryASCLQgMhH4aucFcw=,5,19,female,9,20150111
PJ86ddcxO8+0JXHSn3llEWFX2bO7vP9+I7x0N9j/Rzo=,10,29,male,7,20121223
luWngxFSLq8pTLZmB2NFxZO+7/Gz044dFqV7m9EJjY0=,5,24,male,9,20070701
+D/fXFDScmr2lUUuCx/CC7lCcIghM43I/w6gA/hVypY=,22,31,female,9,20071014
wSTgt0KJYM/3WPuVYQxi7fHvaKml/BtjW1+kKh31OCU=,5,32,female,4,20160819
+RbI/Gc7bBvjPIER4Pe/3HIe8PE54VyzdFYZK7RmhlY=,5,17,male,4,20160903
ZMiXQxwJ66pQyTYYaKkxI86GBH1tLxeibj+Klxi/ZcI=,13,29,female,7,20161201
p8NPNDVHxUNST9llasEgGRggLcG5QrsTjLDaAnL/W0w=,8,42,female,9,20051027
IKsFmhgKSBhEY3iBnAFi8OQCfOwhBWkTYq6gF2zgdVw=,3,32,male,9,20051114
zceiyDuUEvXCUjy5iaDLmViBEH2kql0gLNzVb8ezHNg=,13,29,male,9,20060227
2pXTpfMqYr5up8yJhSNrYgrLtS5ppNQq51Pyte1D5dA=,13,30,female,3,20160402
A59kQUiUrPNB5S19hh6h2k0bmI0o1G9x1sxrgCmixDI=,12,46,male,9,20090720
4HC6ACgFb7YVPhLu4PkDoaYyK0AovcAl6kszVCnLhqs=,8,30,male,9,20050828
mwj25kgGevLsmgeC5dWrwWaYCMR9n9Zo2ljMjTXMy40=,15,35,male,9,20050920
/JC9gNM4Ghwma8l89jcC01xPjFG2dPiNiAOYWUKGFsQ=,13,26,female,9,20060618
kFaC12f7YCySB64WdKBwmZGKhtrEpHO+Jb7aXJvbiOA=,13,29,male,9,20060929
G/vwn0bVMWZEWJAMomSCOgByANq/UO1orIXFf/SCcG4=,13,22,female,9,20160525
RIiB7k7CI4yruCWUlzWOGpAQ1REUZ4lfCjr3RtSG81Y=,1,19,male,3,20161125
4fTin8dmmSus4roiSp4xgYinjnpO+gNreI/UbTdi2vQ=,17,23,male,7,20150315
aYzNFTVb922pZJHoMuc5L0hCbB87jT0EkALxGnzdrPQ=,20,18,male,3,20150405
UVAZ+F0yYZszwm1BYi65Z4LbX6LJe327aP5q0WpDeQk=,13,29,female,9,20070707
7cS8ZhurJrGjtuuhCq9ST4WyX3rvm4T4vPrlO/yVU3Y=,5,36,female,7,20170216
L3G0of5Au4on90suSLqXo4/G8qcg/XPeZLEnJ192yaA=,15,39,male,7,20150815
a91bQDkqCHqANzb1syqzrFHvc9SGTb3Gl2sizQd345k=,4,32,male,9,20040828
JPrwGPxP0fvfaEcwzp8odQqSVp4Jnl0Z00k2oaBy4Xs=,5,38,female,9,20051019
PbP6M29BPceaAv1bxPUclEeV5XxZAlY/gEdhw8q7YLM=,10,48,male,9,20051110
ng+WZFWA+eF/b0tSWoQkwj5HCJWxnE/eY3SFmS0yKXI=,5,39,female,9,20060516
cA0eVjQnHgHi1YJ98KSqSYGKas38tJ5a5BtSTmlp//E=,11,34,male,9,20060527
gIwqqQNcolB/T2ya6u1emDCNDU0K+gE+w/GPziyXuYk=,5,29,female,3,20160906
9aiqU19ZrQs+B5SCXj45D3dCBnr3Vvih3unxtprUkCI=,13,36,male,4,20160522
63OIZ4QCpl/xXl8NjfIGGfTkJo1aDvoSRoY4JOBm/4Q=,14,37,female,7,20110109
FIJfxNuO4tyg9j26Fc7YcDxauUlXg1Jfcyim0TK5uTM=,22,38,female,7,20110302
4yXsaXFmTqi4WPzl7L5OZLmY4ymazoQSO3KZ4s6i8mE=,6,33,male,7,20110329
HzqhpfA0a5xl2u0jCpEfHlGCL9kJX/Vz2vlbc2j/sA4=,21,19,female,9,20161225
yWRNlPFzx2BxRI0ewmULAeSj2sCoNNdSTC2m5O10KII=,4,24,female,9,20160911
AmUCJCj6pe2AuefUSuLLhRhGHTMLAbeHVNC7XdT7EjM=,13,16,female,4,20161009
nAf+ETA/I+WqAz1PXYcYJzPQ+kf4sB0MIFBWzPZioEo=,6,26,male,3,20141003
d+dJTNKIqHWusOaJI1u8mMz+OYiLEunRgFgLLP2UL0s=,15,18,male,4,20160530
qn7sv20/8nQHW53Ul2GNKeNVp4THkvbLCWzXScomUso=,8,30,female,7,20160718
2yjPAVFpyJIvMzPC/W4sOlGj4m0bfVkfuOLKq2TwcCU=,8,17,female,4,20160731
d6XMPMDEwmUWWrmOAqD4964MX+7qvnqNDapduEu4Y30=,11,22,female,9,20160801
oChMWtJWKm4IawVWbi3LidpEay2D1tj7csu5Hjo0CJE=,13,22,male,3,20130122
Vs11OP2fPsTGpNN3byE3N5IDTTDnWvxkrVxqvLNLW3w=,6,19,male,3,20130209
qxQe2gLbbW9nR0fmZw0LocSe3LEjYtuIQf1AqfW8cvE=,5,40,female,7,20130214
eK+kYBFB3KoOZbPe49C+s0y+Lmdu/fsBtDEGosRir6E=,13,27,female,9,20110529
LmtIHrgS4DiYBfqJAJHWGO3GtZdaZdiuI5SmaQPnsQU=,8,37,male,9,20110607
KL09skp0DF8xEDRNpSN/IyJ9emQ1sRPHLZZY7m167hM=,18,21,female,7,20121224
NLyXAJC0e5ixfGTTMAI0DwcIfF+cPLcNHBOztwi60aE=,18,21,female,9,20101002
MItLFQpFTLFmBMJhcOm+B0/5auTXGS1I66daZ2luPps=,6,25,male,7,20151219
eTT7RGc1b/4nNrKQFyxpBZbiVvRk70HfrWOlr9J6zBI=,15,29,female,9,20080512
XfEriVkY//tcQrv1x+V6cygxdc2CQRocjg+gK8aghFo=,13,23,male,3,20120817
65J7TTPQhT1qxh/u/fnuoOlP5+lGc011q0Td/5BuwDo=,5,24,female,3,20120830
W1bGZGahW2yUoXClNo7x3u3plkRkeWcMeb8uq0u72aA=,21,19,female,9,20161106
b4I3H72xqJYcPPPZBRymzZoZLX6gCairfeC3WYtu2Z4=,8,21,male,4,20161120
W5JJNWa+ZlS8GLNDWkQDF9yMHsChMWn4d0don+EDQgQ=,1,41,female,3,20161205
UsqcG3ikCyaUWqitVHsfCXt72KTis7vX96Qkf9JtEi4=,22,21,male,9,20161206
T1I18myHtbXPEHjdPJcR1u+3KNcrmHn2JI3fAqZbuNE=,6,19,male,7,20161219
XF3gvmGRQS+ziLikGk+8GDjloaop6PawIT84wWxs+3w=,5,21,female,3,20161226
4QuW+kRHO27rD3gRl1l/r1jtvypXlm4+UlCHq9IE1ks=,1,31,male,7,20140705
IZLnPOS0/mQHBKBMooyJthrNOxmpL3bF+J962LxLSVg=,5,34,male,9,20070429
umgGhsbo9h6W5FknbrnLSzRsOSEXjS59GylBat30N3Y=,13,43,female,9,20150827
M7l1dFHJ1u9S+/0GNy9ko5Aphso5VbICOYnlBZUUGgA=,13,23,female,9,20150920
M4mHvmpF624NkhsTyAvCKT/sd2yYgI/ktEDHAW+9Ak4=,15,28,male,3,20151004
S1g43flBbJdlvBNxa52rPKnyjwCz2KujyLlxVf9E55A=,15,22,male,9,20140327
2odpNwDzR+j4nsp1DKy+xp3V6IQVznVFuYjRr6mdt0Q=,14,48,female,7,20140406
rxx1dL9ezwYyBrqSPvdOgKGd+gm2Vkm6g3qsG4o6DGE=,9,18,female,7,20131128
DtUGI08nl0SVovUDyvF2OyYsV5MV33YxoXoFqiS9Q0M=,1,19,male,3,20141004
bSudDxXgIgh/A0tWv4uvpiNE1r/+VjGgK4CiEpySBlg=,15,41,female,9,20160717
DL1txU7O5BmKapdKs15vYbpTtNnHtSybdybr7HDrz20=,4,21,male,3,20150528
71whuKGhfJuULft/tYfkL1zf7Hk7jD91elKVuFfODA8=,15,20,female,3,20120703
qDBTJx3kP7svK4Slqo51FezpbWbD4H0MN2VleBzJfIg=,5,29,female,9,20110518
aSDK2jwrWpmd4j23rkW7RKL3wi0Fe7FiKvet+jxUdDI=,13,24,female,9,20090423
5L+QmidGicZI8/2tM19ZujqVq07EEYMHSHfTNtIV3fs=,13,35,female,9,20090814
KRNOC9jtCjH2thKDvSM5ExA9fTkYv1g0k7cLLeuBI3U=,14,31,male,9,20090822
g+c//PnXt6T6bhPdPc5NsXt+4DjaxAzxL2tdsii9HH8=,5,38,male,9,20100425
25X/YW2wi0k9k13b/0Scgn3o5xZeXr/+4y9y0Fr3TuU=,15,30,male,9,20100623
7fgzL3ut3GTbvCOze+rw6OG1j/adEO22N5mvIxpzf0g=,5,19,male,4,20161012
5KabhyfWnb5fpoKTNQ3I7a2pcFuIuV9vx0wtNNkdUbE=,14,24,male,3,20121111
/lejcJJBcAhj6n8scwtfYZyj/x5MHPPXaBrgA4mQCBY=,15,22,female,3,20121129
+pYGk3g8uLaAGUF/kUvcswbwoShA+UBSP8AVimLZE7c=,5,18,female,3,20121215
lxO04ZTEX065p2MMBya2mjngwmqWkx9jxv6SEnTTQNA=,13,22,male,7,20120412
EvTPT+XV/5j6sMWHAB9pea0yeHeYmZ/0Ky6qqFsvwPU=,22,27,male,3,20120630
r2EwaJQuP9kr9A5LZ+hVcfCI2AlN6Gs28nynDzpcVNM=,13,25,male,9,20151206
sYKHV6RELPmV7q+iMx5B7SFFotLGPMtBUyOhXSlBmRM=,9,20,male,3,20120927
HOwlqn80WzOcKjU5Zwl3RitamRtMCCOJugN52NjeRIw=,12,18,male,7,20121109
gTG1AdgIQp/2xZdXmPC49LJqlslHvCYZr4UlDmcK9bI=,22,24,male,3,20121125
6u8XFzFGxiBwI80y75xoA1tML8I6Q2/4ptr8OF/xWXY=,13,29,male,9,20051104
wIq4TpmuwyqE3iP2tRemEZZStyN72uvJ25fEtJ4Rp7s=,22,28,female,9,20070506
iL9IqFrJESJ+zj3mACHOe8oJ7do/vRkMVJiu16rp+1s=,10,25,male,9,20090113
xPuNFm5y6Tf35/BsX7pscoKbB+lUW8UyLft5YCcg0Gs=,5,27,female,9,20090302
rqD675MScsqJaTHESdH9blAfehgsVDk25LVN70V111A=,15,38,female,9,20040328
iYC7ttlO8wHFgnLqe4nxzRCTMX9sopXl5iQOlAUiyQc=,15,28,male,7,20141210
PqfvEDPfFMpH5T6FsJVTr6I5UPX43h07dl/PLeFGiXk=,13,27,female,4,20151008
2QKKYdTtxrL+2C0qrbGoVZt9qV8mUSLHGVDnuJ/G/S4=,14,24,female,9,20111201
hdIKDnvVC6iKAZl/X0phUHVyUvbNpvuhgnpqo2s3kYU=,11,26,male,9,20160130
OwW9PPiKrv9Q9G+jnV7t26M7lUnU4i/l+zWt0J/jf4o=,11,20,male,4,20160117
ptw6vBRZF9DmaNq9pB9QXHu3kvHnPAot0rHt4Xoa1fc=,22,33,male,9,20041123
qfG/cBJAsFKiX1ZcVk/ChvCaw+wAMZ8SAYsLUrjf1UU=,22,25,female,3,20120315
zwbXcjVdzP6zKPjYumUhzJpnJqLJwMr8GdLmGIIYTO8=,21,27,female,9,20120329
vd7CVKPQvIvWUuBDzKiiLaEbz18fqezvhMv5fSjkFb8=,13,19,female,3,20120630
/LifPv31v1vu4h/BJQwwgOMkQ2TCLFZqMnfbLzsFLLs=,13,29,male,9,20131116
i9mO30w4Oj4mxlWMz9aFzD4zQlijqFRoUxTeBNscn9w=,15,18,male,4,20151023
fWlk/kG8rvAUtuCKZ0LNjed+kgrBDw806fp5wMBwU/s=,15,39,male,9,20130705
t1YaCjq4er+zUZgyGDLGWslEvdUeE3KK5nmFsiiQyhY=,10,23,female,3,20150820
wjVhESDDDneIHwl4iu+7uQ+gHJIYoJr4baKhwbBByPg=,5,36,female,9,20061025
GzfOduTbx+qgZ7kkqkfZgFH+4w8bEYHMcY0jlSx6hqk=,5,56,male,9,20161123
pOyu28ceOUrIdlXNVOsiMJr4jgf32XDQikvZQajYteI=,15,17,female,4,20151029
7HeieB/CW0AQeX3d23zRnuP1Cz35cGkXaF49zi4LZ7Y=,11,20,male,9,20160222
j988qKycb16T+lJWZfn5aUvAt/VftaoI+yh9JbVZzQQ=,22,17,male,4,20160303
OTmsBmKKRaEoHz13ZwXmrDCJb+kZ18Kn0BPrYZp+yZ0=,15,34,female,9,20070913
x3VVzKEvQ7yWVXxwKi0GyT5NhneBc8oPQJbK3MqQt2s=,4,28,female,9,20071004
o4ac2TCF7c/o5IMs98QklG/1eOkMs5Pp6Ghjryc7VqU=,13,45,female,9,20071127
K8AfH6cmvzVadC33nJTdGpWLJvvN2/nUqPQwd/JHn5M=,13,34,female,9,20071207
phsXWGr337mZrn5pJ+O9nY/LVm6ZUqJ1zT+XxoUcqnY=,15,23,male,3,20130719
THc/9h7kZlbjpU6OtrvB+Zk8uEd/K1V52szfA5jSroY=,1,23,female,3,20160129
ZO4XR6fcSlO+htrSqzr1KPMtgPZMjSoBPXtRNHn2UNg=,14,28,female,9,20120726
lF7UNmlADstEm3Hor2sDm9PQju+v2TOlC2yEUs2kEV0=,6,33,male,9,20070317
2vlp/fr/3Jy6REm5xVx3sC74X2DtFxsAg0erxxcR9Pc=,5,22,male,7,20140203
twlSZJhSHDX0Naaz5ZtSIB3iHy2LnHGSdnuyXgo+ZsU=,13,35,male,9,20080316
xIDVOlWzNXqtdN17L8trpIVYY756ubdJWHZ4QhekAl4=,11,25,male,9,20080801
0HGdBVifWbT4iLiqzaGQlwC3TiK9eTdol7Jd0ZGbcuk=,5,30,male,9,20081003
wnlmaZhMs+a48dZNcDzQGBHGAz0XN2V7jHTdX4FvtUE=,13,31,female,9,20120628
9yfa2tu0//FftppUisGynOxLkVhuBI7+6s9GTiA2ASw=,22,26,female,9,20150111
hLfqCNBLZk6zdLiORsuQJG6gE4hvXBS9YH89az7FxPw=,11,24,male,9,20110703
ayyD5DupefOON1SwgNd44Or3lOF6y96+zED4nxNrGGI=,4,23,female,9,20150805
N+VOwdwWknROvxvCryO4ruJWtuDVFkA6qxn/s32A08o=,13,31,female,9,20061115
O09IF/UyoNmHfK0arC0XUtj5Ao6TJo9oYIlECQAlwzE=,22,22,male,9,20060724
h1ribMuzdz97UJ5WnnoS7hfML6rNINm+c9f3U4eDUZc=,12,37,female,9,20070102
KZ48BjRMKkGbJlr0yQB6KlXlbmMtUnwDdAVObo0QWqY=,4,32,female,9,20070603
96GjY9ZjOqBDYVlksgjgX3jzWWBWranDCzF2MMAZxMw=,4,32,female,3,20120516
1MWrlRfk8kzN0Jb5KULRX05d2WkzCL3huHVvw7/RKJo=,10,25,female,9,20120707
9+PncTNluiHKe0gRDJTVkqovdPIVRdEy5YIlz4SlOnE=,5,22,male,7,20120806
Ul0yuS5wXUlv7S+NvwN/pN2c4y5FewTVyyfjqShxkOM=,4,48,female,7,20150225
dwMEyfScuTEHWsJIOKGThYBhO40VB7ERzSP72/dsYBU=,14,47,male,7,20120207
DL+B8stiGhf71e36kWAl5QQIt+rJHDDvyIG9UU50D/E=,5,23,female,3,20120213
xp1Xa0ohnWEDgPT5dfOv/noXxAZLyTqxsvOmdT1khn4=,15,24,male,9,20120401
eKHK9a9K3tJRXrr2VFZp3P8OxjpnzOm6BHpN4NnVY58=,5,18,female,7,20160322
d+/ikPOKfH/rxQD4vxGDALojqvVypkbJCN1RCDcUKok=,13,20,male,3,20160328
76lE2lMrK4/nwDfidgc3caQYegC0UtamlCWsq7+7+rs=,22,24,male,9,20150316
mkpTV1wNmjxTftqFNfoKzWzPk4FmEdcLUxos+VIHM2Q=,4,29,female,9,20110131
djg6+8nHWpZMyKiMBwlb0x8ARQLUZ7XQulmnmZ1YAwI=,22,25,female,9,20110625
tg/B24ixf4Y7bw8D8279DIQFmLpNz+SvTBiDXARAS38=,13,37,female,9,20100214
SLHvaDzbYFhGzhO9u7vwy/hi77EZGh0UCuO9OkZIq5Q=,13,27,male,3,20120710
/pMYdiPDh8WZFT3chQzqCPgLAjUuP5s2XeKOp6wsIxs=,11,41,female,9,20111105
WO5smNII059Db/w9H7yV3bv+BvmhE2UKGCS+QOtcvE8=,13,38,male,9,20111222
7GODfHMvM3hrpA/CM8TfwMKB3KCa+iD4lTFKskeO1Rg=,6,36,female,9,20110828
a6BkRK3dckK0HROuI2f5yZOBO/8Ni2DsaCZdp+/DPBo=,13,21,male,9,20111002
sXZmE/s+cd+kVEECpaQoQbuiBVjEv+xcNjQ7s2Oy9Js=,13,23,female,7,20150828
ShuPXkxKavWwz5JxO3WQOYV/fY/g416SDbws1fPhfiI=,18,29,male,3,20121219
sqCYa1aX12rpO2pvzJTxqcVvY/J7Q7L+LdNScrabX3I=,13,32,female,7,20110409
RrQxxCtzj/iaIGVXotpPvJSxucvfAPLSYpiiTbkw7Go=,13,56,male,9,20081110
6lEbnVGXiHOJOTyJ86QRX1G0VRBs7Bw29zve4ljBQ1E=,22,33,male,7,20111129
FIXZTZClDf5GiM+3F1KYWWJpy6eBKtEk6knaRP2Ul2M=,11,24,female,3,20121230
OltdAEaObdMB+JNMl3NBuH0Thmg/4jA5cGXxL8Csodw=,5,23,male,3,20130103
zHtyRv+AWqJ45vRlhAR5nz/gd9oKuF33Rsg35TL7O38=,5,25,male,9,20051015
zpj1gyB5nCu8SBYIzviLoLjpXrZM2R1SiMb+rHdc/Qc=,22,31,male,9,20060401
PdFtTlAjPwLYYLOM1ftead+zZMuUObRkM7wcSVqHYrQ=,5,45,female,9,20080325
+t3PAW8i1nH7dtq0imiVKSc1q5Ft54GbNY//42fAiAc=,9,20,female,9,20080511
rqXEfU9zRTlUxq8iptD9WA0TWkTx4pSq2Zz2ej00abk=,15,25,male,9,20081007
NPSSqryiA41+u9PxmllIcH0wuR/c4pUOTMBRFHlzgzI=,21,25,female,9,20060606
vRFy08izVj/3+R5rf+zTXCJWUPgT8flB27ytOTS0fZk=,4,29,female,9,20061015
8TvFW6UQFKhLKt7hL7WxNlC3lGp4Zc1oCGJe+EsTpfY=,22,43,female,9,20070304
//dgmV2cL062cGgEsPa8DZw4wCE9exCK5K8r2pBIPd4=,22,20,male,7,20161203
lwnJ+X+vuhuYGjvaL2ksQBBLTz/9yDGmcF12RWYFOis=,6,21,male,7,20161223
BzMbdP5H7kG9CtqkAYYhcSJfLLOdKkHfvB+EzhAeXAo=,1,28,male,3,20150708
bLc1WEwqi/bM/92WLbuqFgXpGkHmDcCKNsTHnGaGRB0=,5,52,female,4,20160601
YmUKMcbKcMXzeR+wZzvIfVYBPV3vZZ0Gbnm+yCPkFTQ=,15,33,female,9,20110311
OFqg6dD8Gf9F7JpeLAGlS+InnQYYSWt/I2zzTEO6x3E=,13,26,male,9,20110128
Ko2C/KQ1+E0aAFP1l715ms3+gNBwtKytANDJ/M0L6X0=,11,28,male,9,20120823
wlo0V8kULWcLgIO/m8stzdkHo4sUihohEIn4yEsmjgs=,15,20,male,4,20160320
+v01ipIHmDytYNZXlzDQPKnW6nbSvP8WQHq4hulRCzA=,5,26,female,3,20150224
jDbTF3DsgCc00IQnkZltwsSi/Ih+r2LOOAIXa06k/+I=,13,21,female,3,20150821
PPPk9jDZlvPr3y0FASOGkNh5Nejv0I7K5uNizZDcSF4=,15,18,female,3,20130308
yT21je0JB7UqsmnMSDaSmC7XRAgLlOCHPcWcrha4r28=,13,28,female,7,20130427
T8g7ERDTSjU7DAmlq78rCGZihQQrL4SrbTeVQOhlTj8=,14,33,female,7,20161223
aPaNR2l2eLlp2xZEV1FJ/3PlSClOG5e1ODnMb5YVNsY=,13,28,female,9,20081124
AWfawr0gfgcq9XdWiFldfjev+TyfjSh86JGKfA/r0Xk=,5,22,female,3,20161105
8bxLZw7PuoBhiy91JEyTH1QZy/Tx1gmtky0D4OlH3WM=,13,20,female,9,20150907
rfoAoOOUyGbZKg61LRTksBYfVEAYIA6RjDiGhIs/oEo=,13,37,female,3,20150909
EizO3Ir6MrJOZNx6va2Ef1uKyAGCib6EN1AGzr7ECCg=,4,21,female,3,20150929
Cg1O3+f/N2/etGYBG7ifjSMFefInyM/H/OMtD2QpNok=,6,23,female,9,20120129
V7JWP3fPP0rNWtnGzJ3rHnXWEyyF0GmqVEuL0Q3HPVY=,13,26,male,3,20120413
nzeOrZzvJMHGTh3+vhJz7sTPasAoumnerNS7KqsBYbE=,13,23,female,9,20050408
bmeqNtTyhBjj6dO7VBu2Rg/0eeV5JQEuY1R0safoXDU=,15,38,male,7,20111223
