msno,num_25,num_50,num_75,num_985,num_100,num_unq,total_secs
mjgyBD8DP3e+QbkqNZlF8KyqbfwJrFiThYE5AsS59oI=,178.0,93.0,44.0,87.0,1057.0,1232.0,300371.377
Ae/21P3b4TsSrbS8kVslhxYhfwUF9CrG7O9YxzxLVUA=,741.0,527.0,170.0,142.0,1323.0,2309.0,471217.31799999997
X5J4i/prYmeGhoqUtX7wqjq3mzmvUEzfi6E9OuDp9Uk=,1033.0,370.0,192.0,309.0,3705.0,4030.0,1029944.555
rOhmwPKYkCm/qSrYgkPDFZU7VXvBfN6t5kheZO4dha8=,225.0,61.0,60.0,397.0,6138.0,6345.0,1654262.046
Gc0YePGCH/oaVdLsYULs9BGEcdlEdKmK0mR9hW3xa1I=,1958.0,1336.0,315.0,215.0,3725.0,6898.0,1082978.23
TqDX46RUJtAIZwUO98DamqsUj+dqdBamcp7c0qjln30=,379.0,186.0,84.0,91.0,5001.0,4575.0,1031117.57
qGHABZB8izFsr5tHhqQyGXNsxLJ48PtB/dW0PRAsTvY=,39.0,8.0,6.0,11.0,218.0,245.0,57782.988
hdegqY34MUHa6i3jRh/Q6qeavtRlvgFKmOiaihgpztc=,1268.0,203.0,126.0,214.0,3212.0,3376.0,871823.873
UcKDKaU5Nr3ULzx7pOn8JGK+Z33uw7lCXfU6wp7WmmY=,558.0,208.0,104.0,65.0,5880.0,5028.0,1556458.679
fErmftYWTXBgnHAHACb9NRcWEvtM04S90IjWI6aL+LM=,2075.0,429.0,313.0,278.0,3431.0,4182.0,1031098.004
73xL1fg+M8ZRglkfZKuYwKx+cZRFOPaox440Eg9b4os=,365.0,62.0,26.0,24.0,1191.0,1228.0,300833.569
YCTCnbrnylLyqhBX7MvPFjkd/8uYRTHpGtx/Qt/7t9s=,4250.0,1020.0,810.0,1051.0,2523.0,8168.0,1139968.791
1h5pXL0AeSng8nZOJyMaxw6OeShbDsNg0+YuGYP+eZM=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBBFIbujBlUQRAJZblXuxaKl1aC1+0DRb1wKjcnEoHs=,1798.0,214.0,155.0,92.0,1153.0,2342.0,351905.98
i/iCgGOH2LquLjhlidljjFtJyVr/lRdFzREggQOnW/Q=,2407.0,631.0,597.0,613.0,6616.0,6656.0,1852683.696
HQnVn7d5monQHAgLOqwxHKphgCr718475R608bA+llw=,23.0,7.0,4.0,7.0,133.0,127.0,37937.811
oNfa+DPPqpHvVc/Bvld5+3HsqAcFhv8+HwpYlzNlQK8=,2704.0,733.0,400.0,487.0,9068.0,12762.0,2573865.953
J56PbzoqegGRvo29xfwWQrl6807gZ6zzgdwrxZSjhQc=,198.0,68.0,47.0,67.0,1418.0,1236.0,380273.743
D5V/oldbt7jdCdt5lGEBkpTFqbvKPqu7P+/SesiFRog=,428.0,123.0,64.0,81.0,21866.0,9675.0,5048925.417
q5xArBEwY7UDs6VeIupdypHaXnk+r3ZYdy1fXWmzJYM=,142.0,42.0,35.0,58.0,1111.0,1162.0,302200.715
OQMlQ7jIDxnYtZky0qBwY/8jqwMxJhNygSCwtD8l350=,4120.0,450.0,213.0,620.0,3965.0,8680.0,1220123.827
9lAPfR21rcUcI1zNGl0QJTVL73aVzlB24w8y+T76+M4=,1248.0,404.0,366.0,346.0,6506.0,4678.0,1669717.261
p2eTshUAFRFkkLmXFe8SCm7xDKZNj8wJMr6OnkKOkzE=,2702.0,491.0,230.0,360.0,6914.0,9034.0,1922710.786
wOMXTZJ7pC45kzHIe+RvvIHrgBzEhpmnnVeapIgg4nc=,245.0,63.0,29.0,28.0,610.0,936.0,180903.524
EffinX7P/yR7YrzC+9wJWwOjBBjcebWqw7Q9JK9+02g=,596.0,114.0,60.0,79.0,6335.0,6527.0,1452189.078
JBRdQZ2NesE/c8FbiTcij8jrs/T4Y2Vp3nA0J57piUg=,163.0,66.0,70.0,44.0,865.0,1044.0,240990.086
5NWSt53EHY/ApfdHt9jMLWDPh1H7URZAyeTTlc2d62w=,608.0,214.0,148.0,122.0,1838.0,2643.0,535953.01
M65QY4h3k7NPXy70i7luMyu8VyoE1zYVFx8qBiMHVr0=,507.0,240.0,159.0,699.0,7658.0,7331.0,1930908.343
YtXCV2GiSZPlO2097x0h1EH+WTqjdPfWjtcjy0Henkw=,291.0,72.0,65.0,70.0,2370.0,1613.0,594766.181
b57PcKvRCzDhQQCqYB9QpSLSm3UoYW4YCCx0+q1rrIs=,136.0,25.0,8.0,24.0,349.0,489.0,102348.862
HRbfmUn4bCbhQQk0YXkOUeFJiYTOe+1FpnWvtKj0RQY=,461.0,169.0,109.0,159.0,516.0,1101.0,179574.432
fkEIspVyOtIwJnrMIApIkyFCZxM9HpO2GQXfFuR7hgw=,242.0,53.0,28.0,13.0,279.0,579.0,83318.468
WkPE3ynlsH9bGEPi3OSeOFOuKvNAERvD5TC5qx1iCSc=,3088.0,392.0,264.0,310.0,3495.0,6912.0,1036657.666
RMbnBagVfiz+7to9eZcQXPbREFHugqovChIu9NQyb8c=,2022.0,330.0,266.0,311.0,5279.0,6888.0,1508125.499
REqhk3ReEIc481gfHPRgwxLTYUmELGxxl/OtblXaTzI=,595.0,142.0,112.0,82.0,3194.0,3739.0,860769.83
eOkdNPDR948d8K9xKnxS2dJwM5XVupn8QUT2J2mGbkA=,305.0,82.0,39.0,109.0,1107.0,1331.0,308438.423
M8ZTk2p3umozTo72vVHbRbddnyv7rl3yW4R7Gj45cxc=,74.0,26.0,13.0,23.0,1097.0,1147.0,285784.515
qTiIVnZpI/fQnV8+xmb+3Ech5P8jnh0NjeZEJAm5VcE=,1749.0,720.0,717.0,961.0,3756.0,5510.0,1285695.645
B2PHJEJxTt1jtu5/Ji8AWAal98kQv19DmoKC3saLfMQ=,469.0,163.0,119.0,211.0,10099.0,9280.0,2667948.999
xWdx1Z7Ce6y1g8EiXzemIu72Y2XRmM2noqJ/LUX17Ys=,34.0,11.0,6.0,1.0,102.0,137.0,26227.397
GXrsXciED5+vyGkfrbkUkzC9q1aI/DEwJvcGuT91OqA=,179.0,52.0,48.0,51.0,3495.0,3209.0,827688.195
EFpMaBqwbyDJsjI82wAeoi5wKjDNmodP0ziUHUsorc8=,189.0,172.0,146.0,123.0,2691.0,570.0,722109.618
ENFJlD41YEXUFQoyff+nAj3bk7fkeBLFYYxpOk+Bdp8=,582.0,82.0,51.0,39.0,2011.0,2254.0,525482.254
gFz7wuo92phek8ajS5D8zFvJIHi65fNgGVuyWaYt2hs=,1397.0,234.0,197.0,207.0,2674.0,3675.0,763489.466
OkGamksCg9CFFpkAA+uPVqNGynhQ7Fnxsz3gAstc8E4=,736.0,444.0,327.0,436.0,9849.0,9316.0,2582480.687
AobpRy/WOb4UMobu1hzSwd+Fb06pvIX8bOIbQBRjmps=,1973.0,431.0,243.0,285.0,5418.0,5988.0,1373917.132
XSNAbP8QcAp75wYYL+XMDNgTS8ZxZnlxydn3CRgY/+8=,309.0,96.0,98.0,82.0,2506.0,2843.0,647594.947
dh/0aRoKpp7K9A8HrMVm7yelzqMZ9cHEQIodMhGYvPA=,816.0,266.0,228.0,242.0,5789.0,5034.0,1564110.749
ZXh9lgG7cMqPTTaDaB2phJpzaMiRYhru8hY0rc3LoqE=,1182.0,300.0,192.0,170.0,9963.0,8803.0,2491791.712
VH+Q8MYcxnqFte0UYpn/WtIWI0wgJ3HpXPLv+nigjU0=,6494.0,624.0,312.0,334.0,5435.0,10936.0,1575348.967
wRRRrrRN6EAkMy0UeFyzLFsc7vJJPlER5eUD18piXj8=,130.0,36.0,30.0,46.0,466.0,469.0,130399.81
84HTISdP2HN/ZvTCWTVFksbMWNi9SNICNRWQSsBYins=,144.0,33.0,27.0,22.0,745.0,851.0,206621.263
rkSc6yNK8HPQPNQtpYa3WHBU9BISFjIk2lXnT3x8CpM=,536.0,117.0,75.0,116.0,2257.0,2764.0,592497.853
r9/kv7FN52jAR81nCGp5vojPhIP0QkqPeBlD4KNbHbQ=,770.0,150.0,95.0,131.0,34627.0,27661.0,7701680.895
igZ+BswZKXVSBJaT6VDlZHjzwCeJZoTU979Vzf7LkuY=,100.0,24.0,10.0,14.0,2394.0,1468.0,573155.283
M1fWFHUSiXUT+loVTnsj/o3yEb9Na/3vPSlkGbytPkE=,490.0,213.0,162.0,302.0,5634.0,4815.0,1622116.017
0kj20prn3e5XUabKjKm+gJgz0zQax5Khjp6fxaxvrHM=,2883.0,590.0,364.0,381.0,4124.0,5501.0,1176394.849
46scYLBm6JIFRbQk53jM7Wwmce/nJ7PP93G5jq5hmx4=,601.0,126.0,86.0,105.0,3811.0,3685.0,943420.243
Sy4IB92/cTEDTPEHhRGMZ8TS5MAeNpUPMgBL9oF1rDc=,259.0,78.0,45.0,52.0,864.0,1098.0,249708.397
pa8hALCOQe2tRSutxInx25Ogyjfj88xEZmR6IajcD20=,5342.0,1314.0,535.0,609.0,14029.0,16475.0,3527456.5100000002
guYcCQ2noO0QbKZQL/98CpEst+D6iWiKtmdiv1Y48GA=,2098.0,327.0,207.0,277.0,3923.0,4398.0,1084740.665
kogfh1fxN4XfSAJ92gRGBjurIcZIqaXeWThcfA+7yO4=,2.0,0.0,0.0,0.0,0.0,1.0,16.646
gDb7nlMgBkokKy+U+telIqt5SlvOvitLQkR46XWZaXc=,282.0,46.0,49.0,76.0,4347.0,3450.0,1023730.754
/vepPckalx8rA0NloJqFzEJY3OVsHhP5KdeM+zvcBrQ=,25.0,5.0,2.0,4.0,313.0,327.0,80480.013
Sk1hqOuQn0FVfGppp0x7aKqIWG07S2FjDLbQgR2YaNI=,674.0,354.0,288.0,899.0,1883.0,2057.0,734981.613
85OSjfWFU4veeezBDOpNFTVsDYJoKswfz5YqFKw55Bg=,2434.0,468.0,266.0,210.0,4148.0,5940.0,1137535.019
z84i4UkwIgx6TKj0kPjxRHPhVa7XSIPK+wKXRCNv2V4=,89.0,41.0,30.0,26.0,412.0,489.0,124267.846
qUvw4vh6naEc3nUvCtG9s+2dxWvXHOvPLElmd/WofCw=,142.0,40.0,30.0,33.0,1004.0,905.0,243368.764
hA+SOXv0PoDkZVSICoopRH+QwrkE3hUZ7gY7dZHpTjA=,197.0,56.0,57.0,68.0,4785.0,3497.0,1061519.242
EslPg04gGhGdTAD3GqMz1BCC2XfoMMkQInWsGNUsL3k=,762.0,238.0,182.0,224.0,2283.0,3298.0,687712.06
ozCg7zjm1MarOJsQ5ZOIxFW01rw5TJQ20XcokSkzSrA=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMtsooafYIidl5YVsKPC6A1C4NMC0m+dYFp1tkMPw6Y=,1.0,1.0,0.0,0.0,0.0,2.0,106.978
jV6wnq8QP9BAMboSDxexUZvpWMcqUycavlA5Nm9ExXw=,1171.0,230.0,146.0,121.0,20096.0,17661.0,5223330.242
B5tRA+axx0l/uVy1ggfdsfB4OlulVmdEO9fCSpBYK3s=,565.0,123.0,45.0,33.0,2795.0,3213.0,748805.656
gp6ue3TykiE3negNljtPM6kgtATutMrURaxa11vuacU=,207.0,52.0,20.0,21.0,713.0,825.0,187727.789
1K7V6KAU/bd+rkLe806GD3nng9wdW2tA3eh5q+gCcHc=,4.0,1.0,0.0,0.0,0.0,3.0,180.51
I60E2F1Gx+IXYMlBg6J9oxi31ayqZ6qoA/IYC17qvNg=,858.0,76.0,56.0,77.0,815.0,1783.0,243820.603
G8wCyuPyN40ENhqaSWcrhG0WnUPGCu+nPoLL8vc5ZBs=,166.0,35.0,24.0,19.0,546.0,666.0,136668.807
V+Tr67xjFDDpfD6ilwcdy40iyqdgDEquc5XzHWDATbo=,640.0,271.0,181.0,110.0,2898.0,3535.0,784193.343
Ik1+Q0CWyqoMXTime3m8xkewXgXLeY1iQl13IByRhjM=,395.0,120.0,65.0,104.0,4084.0,4323.0,1036443.6
mVHdvpj48HuM3yhYx4mo18x5Tj6KEd08FvnkOc3YaP4=,214.0,57.0,34.0,31.0,2555.0,2032.0,620699.874
Lma+fX3ghzrvn5cuG2+D4gygbcCluhxOwzwfFTrFvgI=,280.0,79.0,69.0,40.0,2750.0,2340.0,642071.885
chbNb97CPIJVZUZNdMHf118njOIQXNSuAXlT22nK/Ns=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ep4jjAYL4JElRn4tT1KOX25+Uj1JMy1sTm4nrX46Mf0=,6479.0,305.0,234.0,824.0,2725.0,9238.0,952933.431
uzLN/3dYvvXESR82PpONMRUVa7D+DEJfLEl0GsBZqdU=,192.0,127.0,45.0,38.0,500.0,815.0,148471.656
dmsP9O0Cv0N4fqopcCYWLV8WvygQW+etcnJgB1CVM90=,3466.0,623.0,411.0,587.0,12135.0,14693.0,3361586.521
Hvp5eAb7QTLoNJPx+aXrAEu/xRS5QXQR+Z2l3O5SMQs=,289.0,25.0,22.0,22.0,1522.0,1193.0,397653.225
XBr7N2BpQAFZuVgrGs51eOviVUuqBsElBvQeYHarC5I=,413.0,164.0,103.0,163.0,5995.0,5737.0,1583040.507
q/z9OJM7vxPTePtiTYCDGR9UvOemo+W6y/ECa9l+gsc=,201.0,95.0,74.0,57.0,4486.0,2859.0,1155479.297
1tZpdeM3cfzabUROeyMBlQXpfROId1e01isegXHqkgs=,1244.0,558.0,265.0,234.0,3718.0,4979.0,1025445.285
0N+31QKOzTkshi4oYGNWoV977B82n/igghlPuyjZgIA=,1285.0,909.0,390.0,232.0,16447.0,13669.0,4238902.176
Cw3FfM44T2j7s0fRaR5aBEAhHXkcPPNR9NeYApPptqs=,259.0,49.0,23.0,83.0,2901.0,2572.0,738293.726
PGLRSDA/f8TkKvZihyqiKTmtsa6lVMVx642kn8pcpVQ=,132.0,9.0,11.0,8.0,1136.0,958.0,270084.009
IL4Jh75eo45uXMDe7QMw+eHk/6TC9nOGubwsXo++wKs=,1341.0,205.0,144.0,145.0,4353.0,3302.0,1042170.336
DCBgZYVkoDZMrjFcNVHMXOvbO8FWqFg9/TkeKuL/pF4=,1105.0,350.0,296.0,242.0,2969.0,4527.0,919754.0109999999
7NEUVm35/fgyYcuUrD7pHOn/Z5GGS+E1eoQzUuIyK3E=,599.0,267.0,156.0,166.0,3558.0,3704.0,951687.128
oKC7q4jVgbtl5tQyakH7hFAy4vqUdDhP3ktrtIZHsEU=,1268.0,183.0,123.0,112.0,2862.0,3627.0,792351.706
4GfUXMBu16d+HRY+afu36d3N5g8sQOFZ70SlYFV4rRk=,264.0,108.0,89.0,58.0,2184.0,2231.0,549546.736
gfYa5MrLq47quvlA4LOyNNktbK6VeQ+ePP9setjox2M=,3441.0,347.0,169.0,158.0,1876.0,4800.0,527247.947
/ELQ4xF8vZgqsZYqA2MqYWfpHccFw+YtCaYnJNMUhro=,688.0,228.0,152.0,79.0,3446.0,3871.0,933032.041
xTaEpL2dqJt3iLBjzJcJ9izTqLw9vTTEExhAULCVrkA=,117.0,14.0,12.0,26.0,397.0,381.0,113515.103
Xb6To2yUVXuyP9aN8opzHPKwVAQQlTlbkWLK3EMCT18=,2195.0,417.0,235.0,248.0,6583.0,6636.0,1600070.815
92VUXAHa6YRI38iD/j5Nf1WedUr43VGGYtc/BPzEPpk=,765.0,219.0,156.0,135.0,26025.0,19640.0,6610964.307
IBGanSayhuhzBTr+qG+JuR1yFv2i9jX7BLWLX7hEGaU=,1264.0,152.0,78.0,90.0,4782.0,3037.0,1158940.294
oFGLjjUTBoe32IQ8EKzNRR4tNr1iHmCrA0uaoC+F+Hs=,314.0,96.0,77.0,90.0,1717.0,1780.0,470984.175
9DaewP/OP3iNl3tM5Mclfsr/6UE4KMEDAQgNubd4kBQ=,1213.0,327.0,243.0,221.0,2630.0,4192.0,883176.5329999999
zQuinJP8wedP+z87GwJGLXbjRQOctuBxPPxV6Bz4wJA=,1205.0,161.0,105.0,138.0,1040.0,2197.0,309787.488
AtCHcLj7BNubvCpB6VkJ+N2cHBpR4M+9BBdtYxSAmqE=,175.0,33.0,24.0,29.0,522.0,664.0,151020.069
4jkDMpSsof8j6U4vT3CXUjNw68dcYJPZkVoiA7QUthE=,806.0,95.0,65.0,36.0,1339.0,2027.0,366423.602
PKrsJylo0UCZfZroOvafez+9yuJ1i3d+bhjm+NvdAAc=,408.0,88.0,43.0,37.0,736.0,1103.0,191815.299
yNYurjhuSqbaLY1yBGYnCdRRpSaeu9wbd5bX704F/DU=,1267.0,231.0,173.0,176.0,5265.0,6144.0,1493109.687
pEZ8N0CYGWvaxN0lAseehdLdR94oa+MHvYkTR4EoIUQ=,623.0,125.0,69.0,108.0,3034.0,2267.0,846259.196
NtFesmA5ZGJCblNdk10pIYyj9UxbEkfi/OCGPUkwog8=,62.0,13.0,3.0,5.0,777.0,368.0,178716.85700000002
oajXwtctF/0cK45nDY3XGC2USEuRUmA/0+fRQGbVWyE=,2556.0,392.0,302.0,605.0,2456.0,5060.0,862302.994
nRDTNaab7phjMeOU7cAG1vPX7kD2IBWmsf6eL9LWbeo=,1758.0,278.0,201.0,418.0,5499.0,7333.0,1543044.333
2hfUrL4rnIX1Dwy4KXGxg1UHh4JME9VhtSUD3GY0pCg=,166.0,51.0,20.0,18.0,8942.0,1081.0,11949180.597000001
kec6hhpa5XDlDhE0VbMu8N4ge0LoYTVOzwboiLVNL4I=,489.0,165.0,83.0,86.0,10209.0,6924.0,2620312.724
Z66kVpK2wxwfdQmu+JfEMwK7DGmjMN9aejhd2zAWIq4=,484.0,128.0,102.0,93.0,2104.0,1497.0,597078.077
saSytxHIJNkyLdCkzbgI4LFEe4/ykh0hNvbGtPQalLs=,576.0,136.0,88.0,60.0,1114.0,1496.0,301395.311
SnXctCjVwbJ3qo5bz1yeUoUjZm4XuA7oc/No7TR/144=,312.0,57.0,52.0,42.0,2249.0,1961.0,583064.341
RjZpR66691zfhhdXjnpbJV/6CkMOlltTYfB32UorD0A=,366.0,80.0,69.0,109.0,8614.0,7866.0,2049323.009
Lq/cvlXpRr10NC7ZI0V6arZ/iQ9zm9fXprjbw1QNSds=,887.0,281.0,129.0,107.0,7835.0,4626.0,1894454.987
z3DQThMIqDiGQIzdBOnVZgACmUbzaBA/9VCvoLzY2JE=,1521.0,436.0,291.0,334.0,1875.0,3140.0,556755.913
TgKSHLvgPi9Jv6dB2UvRMFy62GWlLzCZKrbFtEJXziE=,224.0,41.0,21.0,23.0,1372.0,1290.0,359219.703
NkFG0E3o6hduQU3huDMNVAhfbNcUXeVGPBPWH3w8K1M=,1871.0,519.0,331.0,327.0,7437.0,8511.0,1876435.034
kFXHbdBimMGWJ/xE4zz1wH33KrivWpqYXxmJQoFzNHk=,3012.0,717.0,568.0,608.0,11140.0,11169.0,3067158.416
w2OlxSXxQOLXuknPX47V4uqiGeRyD8iuN75kG7vtH2Q=,1310.0,319.0,245.0,322.0,8039.0,5533.0,2270434.646
ZixLmRr1PlSM5uJfqIbY7ftL/ra1h/V2VoUE6UgJy0A=,113.0,26.0,11.0,9.0,382.0,235.0,87242.322
zIHX2D4rNdKUrWoo3nHdEk3TfY6CCaXyGTqV1VUHMq8=,1088.0,133.0,102.0,146.0,2221.0,3090.0,631059.845
HoRuV9z+Z3zVLY5AfOHyP1TqWRZ4wxGl3uIVvH4OT0s=,160.0,56.0,69.0,53.0,20393.0,3752.0,3238036.596
kVSiB7+DZ7hPrsonjrLEsJ9xd4CN1XOpKBO+bbVctzY=,496.0,202.0,154.0,122.0,4390.0,3866.0,1125980.574
J9ILfaNewfXJta+mgIfVHqMM2YmYStIyu4KzF119aB8=,546.0,266.0,157.0,251.0,16217.0,14151.0,3981889.7229999998
qZZTYHzBSs95THM4+hpaRgh4Bx81BHUXBga7rW8qobQ=,2261.0,433.0,302.0,320.0,13321.0,10592.0,3567203.577
lSCqPB63zUChzuFXewGG8FyYLs85aMS9bItMTTiKHlA=,131.0,28.0,19.0,36.0,1132.0,889.0,308236.341
lcWpWKVhUbLtos5LbBmyiPPr1nws2znGeTcWxiKRsLs=,0.0,0.0,0.0,0.0,0.0,0.0,0.0
sGqTDN63gMGucKsfkxZ+99qJwZVcDpbnpdXY4xXw1+w=,20.0,6.0,2.0,5.0,295.0,286.0,78301.682
Pt8tXPWR9bthSP3IM2TS8H6nQJAOWmy+QrnAvCZXNWg=,88.0,16.0,18.0,17.0,372.0,451.0,106830.395
bqoMoeFkeluCYLhX9fNmkLpK6rIBmXgqY4XpJG25ETo=,1023.0,142.0,84.0,130.0,1227.0,1526.0,361179.179
3KSlHrBCgBJzb/6rOB4A/MFxvfaHtxiMxcVSpLMolM8=,980.0,1087.0,492.0,286.0,6020.0,4298.0,1708920.563
2ulvsflLmFHpmSd4IaQhSrWFcnEiMOVLFIMvIczamJk=,149.0,29.0,6.0,4.0,38.0,196.0,16428.699
jqG4ZrmhozoQj+GdzZrx8GSrli1IXGK9GJevHpRweBg=,28.0,2.0,4.0,3.0,113.0,129.0,30538.785
C44Qqc5JVIB8aMqyU2JKXhyaESZA97H17F0IJie2Is0=,1421.0,353.0,112.0,107.0,1823.0,3391.0,553523.878
Kub7K+rAdY/dKtGqvDmpTcWHRDE4Wt1ir1aUPyGvi3Q=,27.0,5.0,4.0,9.0,57.0,50.0,16538.381
v+jVyd4kOApnQpG0b2GeQwFTR8EF4XpL+tqtlRpQWMw=,881.0,88.0,111.0,108.0,1552.0,1151.0,394204.31
fQPtfbAAyV4iONIaOqlo5U9ygO9U0TpPPQFIx6TSzj4=,137.0,60.0,26.0,15.0,801.0,908.0,204238.868
UnUdKd35Jckq2A2x4mSlgtVwcwgjKu1g6IVog1GcF6g=,390.0,58.0,37.0,27.0,488.0,701.0,130406.879
gYIyeELUkZDOjy9iif0CSGdQ1lgAfOigZBKp6Hj/QWE=,607.0,224.0,132.0,154.0,2973.0,3280.0,858398.815
WVqGuhGyhb4LGzXBbNDs8DFE+WuwwW7pUOnSe9jRaH8=,2417.0,1524.0,657.0,395.0,5341.0,6359.0,1475024.449
v/eL4o7TJjsYhtVupjRnvQvhTfIUsFnvqUz82hLD7zU=,706.0,150.0,95.0,133.0,4113.0,3788.0,1092490.465
XCxD4vbs9FJ77aY1YVV8Ohbd/J9IbQFeHeK36P0H7xY=,766.0,112.0,53.0,42.0,1476.0,1830.0,383923.332
6oWB0NIO0EU4q/4G1Y6dfXR+H2dQtUysCKq2X47s3EA=,1214.0,549.0,280.0,241.0,10428.0,6971.0,2754059.928
s8Mfp1wyA9xExuDJkn5Z8PslLbQCCQQ2AD+a3v6xZpk=,526.0,166.0,134.0,188.0,18709.0,15954.0,4543621.724
qz96WBYfXD14MnWJWoAnnuKYInGP0HkPAhF+eP2AuC4=,2818.0,290.0,202.0,433.0,4988.0,7874.0,1395285.315
9SY31jsnZIY1N3jOGnMCPsOBzVTqrzQbjFMrJaJ1/Ys=,122.0,55.0,34.0,23.0,575.0,527.0,165362.743
VibOqnCWkpieQXhr+726x6j+2KM6vTHz032QP71WZFk=,247.0,77.0,65.0,64.0,1530.0,1488.0,386365.516
WwduXnvjZQE4m2ICMku1BVgdzsKzPucuc3fdM1wQg3k=,74.0,11.0,10.0,3.0,1403.0,286.0,302493.23600000003
gJr1Jwx7937tNiTA/zEfqhZDQxgusGT1DuYVG7WlIyA=,26.0,8.0,9.0,14.0,225.0,238.0,57585.946
DZUcsxIcyjWqqioYIZIBHmmEZNAvMdkyqlCW00fXN8o=,36.0,16.0,15.0,13.0,2702.0,2694.0,680344.785
mGQ6AXGoghjpKjL7D+S40hTWWGG7dLWvE14QnAR+h2o=,90.0,32.0,12.0,11.0,1897.0,1130.0,469862.416
N1xRdaX5ZY29xEYXE7s16y38rlJa3HZAg/PbDEHd3mc=,2191.0,722.0,482.0,306.0,6730.0,8607.0,1741654.415
JRY2P0/FGnrhQZAtTBPZd8Ai47NvD9Rtac6CfOazSxA=,82.0,26.0,12.0,13.0,946.0,639.0,221455.527
gm2vJ70E7zdEsq7soKkGOrXkqol7EIxPmjVszSmOH68=,716.0,165.0,120.0,166.0,3949.0,4626.0,1041790.281
iwSDzOFQA4Df9ZMiPfEq2kP4YHBgUxJX1HHU4yNgYaU=,1168.0,169.0,135.0,148.0,2660.0,4033.0,724797.871
wiEmls6yH/pOVZRn+7XTwRhQIfmFclFo7ZOPjsvHcE0=,308.0,76.0,33.0,138.0,1063.0,707.0,330643.529
qUabrpzxK2ML6vCAnCW62UooDUMLkn/kfPPDHqNbJ2E=,1957.0,527.0,332.0,431.0,4728.0,6257.0,1367855.041
Mn+mqmI5oJY/gTEsUtB/hrGjNCLhgd9VwjrK8uNdKOU=,371.0,123.0,81.0,78.0,1594.0,1546.0,386905.549
N9fL4d7IdxVyxbfiqwqTH4NnxIPr9+hWgBM2+4ZKlOY=,103.0,48.0,24.0,85.0,1869.0,1732.0,504852.844
wD0impYNWXmJwUZnvrf1v1kJSRAAlRG4QLb1T+AsTZ0=,135.0,53.0,53.0,50.0,2909.0,2407.0,760104.47
xIsztEVtvMvJme1mt14W7YfZSlQGYw/7QG+u2nk+FQE=,42.0,6.0,13.0,16.0,361.0,221.0,89656.12
LZ4mtSufrfrGkg5bXIyg2F6g0q5bE5gIru6RZ28Ueqc=,789.0,208.0,120.0,106.0,1480.0,1815.0,433358.251
5sBvuM5BJwVV6hehe1uFoagPtACwPTvis+mueh/lK1s=,2213.0,472.0,226.0,201.0,3233.0,4664.0,949630.06
8tP+WPZ+Nsfn6Vkk13Dk4nuiNgepDZBUueXY4VEDjww=,327.0,94.0,78.0,118.0,1369.0,1482.0,418248.873
8ez02jg38WzG1CfxaEzsbSRWCTmGBR6XI1Li2u+zVKI=,19.0,35.0,6.0,11.0,68.0,113.0,24516.637
34qUE/R52WnKok8fzlM9/+NB03Blr1Dn3IaynNIyiEE=,925.0,254.0,199.0,127.0,2912.0,3806.0,817002.06
jJKiqTAaU4DcyLZO55sSS3jt03vh4PcyNGLl3F9Ogq8=,711.0,241.0,214.0,317.0,3870.0,3737.0,1099767.326
nKCCly1/hTApjvlOC6HDJix0GxMHuuEziHgNXbug0Fw=,132.0,47.0,43.0,46.0,29184.0,14345.0,6487278.283
mR5nI9coMphZEzPELpKNpCZ/rkm1CBRooz0YAUDH1K8=,75.0,19.0,15.0,30.0,1097.0,507.0,190121.625
64Eh632SqJs+sXy0FttsjniFcvO5dMIbBQP1N4OYIQg=,790.0,270.0,138.0,146.0,4687.0,4232.0,1194247.526
eDFpTTbubLPvSoUdJVe6qZG8L1F1ie9j/XxEHCIpOKo=,102.0,19.0,10.0,13.0,535.0,509.0,145689.773
ydqeqntFNyHh+gcsf2yN0kbwajSNsbMIwF8P2k6K7Qk=,354.0,45.0,31.0,39.0,877.0,1169.0,227775.535
xCIuXmbCgS6N6JaVRs5WmdnCeD6qxAG21XBVevXBBz8=,3360.0,365.0,160.0,111.0,2893.0,5923.0,779904.376
za0ZoHKBgNz1DeDWly7RTGLOypJ/TvTzv8SMrlP/V7g=,1559.0,227.0,127.0,147.0,3402.0,4452.0,959010.291
zqXkCyU39oD2zM8zKDVELOfMBCXn9Dd8jn45Iansu7I=,988.0,307.0,191.0,275.0,4405.0,2964.0,1216084.145
KgjMU60+F/ahiFQBuBcud0CbnHp4XBj8R2nrwHKtOz4=,117.0,26.0,13.0,14.0,327.0,296.0,87541.61
UXyLjnmbB5b3nefPcQQyAOASfLABNsq8n5ch2EDufxA=,1186.0,148.0,123.0,153.0,6447.0,6217.0,1792349.196
mYG0Lqry8yAAWjQvYOyTG5W3Z21Kgln6Vec6/TfMyY8=,500.0,133.0,117.0,99.0,10245.0,4559.0,2342319.547
TOKIH2Vg9y8xaat+PNFygk9iciMqoqFdEzRsgBbTyb0=,903.0,588.0,252.0,214.0,6062.0,5372.0,1477480.34
TKQ9JFMw/eRhYZEB1lG/nXPFNb/+2yNc5diODex46Sw=,274.0,59.0,42.0,30.0,2173.0,943.0,395857.966
