msno,is_churn,city,bd,gender,registered_via,registration_init_time
sUF41PAn/ndjI9XBjasNEdUqhlpzi0Qglo0YQOdDVaA=,1,17,30,female,9,2008-11-23
iswcaCYSnJlogy3VoPDBzzFNLIAdO6QLcFevhZKx5vo=,0,5,40,male,3,2015-11-03
fsUDbzn+S2qAZhNDAjO4yq3ldcFxOEYXsP726Hn8qsU=,0,13,26,male,3,2012-07-15
wFrkXiR/ou8sn6wTsKVa7E30Ve3aHPvOgJxzsAiJm0M=,0,12,26,female,7,2013-03-07
4iMMUtIvR9HvUx4d/yt27urmQPJr7H37/uwhz0Z6g6w=,0,21,26,female,9,2016-12-11
zED3aVajVVW82Csgoj5H42K/rQRjxEkhSY74lYwT8SI=,0,22,29,female,7,2017-01-03
UacFDSzY8ySJt97z0KqYOLMijV8Gn4J+9T8x4w7x+3s=,0,10,27,female,9,2009-08-29
4vOErdow9FV4x4A+N/35JuDpzQmjy8xJyIbWWuh/pDE=,1,6,40,female,9,2009-06-10
au8UwMHJpWFifC/pAzrGARfrNahGC7FPb5sjoKSPxcg=,0,12,23,male,7,2013-07-29
mpjkMvShD8xe8nrWZXyoCMFJGBdUrQXGkvjdeOnqj7c=,0,13,35,male,9,2010-04-03
6hqIKfEtBCiAaJt24jkhbR8CxnsVk2X4jkatOARfU7w=,0,4,38,male,9,2007-05-23
AOc6pvfp0Vjw630XcaAHIxhMzc/qGx8OGujE75JpEsU=,0,5,39,male,9,2009-04-30
FN/2G9fRiSzJMQkUjHWiJodXvwIfZTMIv+76qi6QD4Y=,0,22,28,male,9,2008-02-22
wVE/mNt5hcidQk6bUvevIfFzEGyNBqG8JekvLvtkOPM=,0,1,21,male,3,2015-11-01
BYmgR85EzOW7GzwXbILwdIu2Hh5VPc3fO7bhxLRjbGw=,0,5,44,male,7,2015-12-24
LQYgft5id+OkUURS+RCZ//P98xcVfraK8vJmnrpUDwU=,0,14,45,male,3,2016-11-29
8WF3nAwBTLjgjZo5rXn/338Ov0tPPT9oX2e7CihBl2c=,1,13,18,female,9,2015-05-01
Hovfj8CJpnaHx8/4CI0x/JB6+D8QMivMubhUJFtk65M=,0,6,36,male,3,2014-10-03
CJ326uurlBRO8ltd7H/8e1kOyE82uJlKeJ6gcUdmKTs=,1,22,28,female,3,2014-02-19
TvbnB/Fd6PVFOzSansC+noLgZQ6Uvh0kP0t/AnDcvU0=,0,5,55,female,9,2004-07-23
u1rnoskv+QbHAEFhG+f6RjZibeOCky5AU+xVAnC6YfA=,0,9,55,female,9,2013-06-30
U4UzkLz+mn/vdtLgBg0ov4ZjlxrwVOqoBTRhnGtCdn8=,0,13,29,male,9,2007-05-26
6Ay742+NJqk3zaOf4C396ns7XbOV6fG6MkS8V4RBce4=,0,4,18,female,3,2013-07-20
wBcCDmiVRvz669BIVP1L0ZpvBH7axHtpOQEeJLTS65I=,0,5,63,female,7,2011-09-27
Zuok+0DLCf0WrAsy7qnm6TmFDn8ZOxd71qjKrNZPaJ4=,0,21,25,female,9,2006-03-05
5RlArzWlP/cZpQv5OkD+Yep2faEyxzfPHhuozElkliM=,0,4,28,female,7,2016-01-23
ztpGXlwfYlr7KWqbY4FnQvdA31TnsmO+3YWf6ZJ9YdE=,0,13,25,female,9,2015-05-06
RPgXNAygX/A2EjiR62R/5yctnDuRVs3+2TYSkW5QKwg=,0,5,27,male,7,2015-12-30
uVYVegK6ZzkvC2oJl75BBz1s1VEAynLNLpHr+1lfp+o=,0,15,29,female,3,2012-10-04
gm6J2j/ZPkfT5Ed9/U6hnEPqtnrBt+JWdGPj6o0ZM8g=,0,15,22,male,7,2013-10-23
JdGGzoRFv5td7eIWrRjZtmxhGPsWQwVdovZqswPW5/0=,0,13,32,male,7,2010-10-28
G9Sai0AYi+rbad2HiSHzmD5HaWwVUogsPm4fj6CQgXI=,0,13,20,male,9,2014-09-08
Fyhsasatoz5whb9KUH/MYHsI5ohtNlSQClMCxHZDx5w=,0,6,23,male,3,2015-03-07
CLub4eqdqUZ7qgXJdSa3HkDjGfy/lcCWWD6st/tOT10=,0,13,32,female,9,2012-06-16
uXTzbmrBW4W3M9heJX97Iczxtcxqg3NUtcI01RdKnl4=,0,5,25,male,9,2007-06-05
LJp2MLsfOCLDne//V4ZV3/qGIukBrapkjQpbZYhE1hs=,0,4,33,male,9,2012-09-28
OWQNfwAqiajt5xyvxDBf6nswr7008W5+/5KnEfiNOD8=,0,6,15,female,3,2013-10-13
l5YNDU2jGguEaJmhGJKQYOhsqG+z6PofXvfR6NysS4Q=,0,5,26,male,9,2012-09-23
tEe8UsBn0LMTvf/ndSHR9s256WI5BLCEKevOoG4pU7E=,1,8,24,male,4,2016-09-17
wnf/JJtn4anK5CNGPZrBzsox+9vGxk07Na4Cagm3RXA=,0,4,27,female,9,2012-10-24
ykZSFls8PH5M/rfsqyNvhnU8Q+WJOHXMjiGzI7/UKSo=,0,4,22,female,7,2013-09-01
k+w3lTHigottQCObhD2SA8CgIksRaIV57dm+s8KxT2w=,0,13,39,male,9,2009-06-01
WrpaQTJ96kEANkB/b8JgyJkbbuAQyLc5fimy4ud8vr0=,0,22,21,male,3,2016-04-30
TfuutMy32ngACkwHzixLuvYYhEyMmWopcJzi2VYI8mM=,0,5,16,male,3,2014-12-28
zXz+YHYTDQ4hUMzKDq1XYPfKbKqJ1pGMctVjQ4Qlr48=,0,14,25,female,9,2014-05-29
zESomDnfF36Iv/bL+PFT0F/zrP9w/RDTbvW7qOZPTmc=,1,7,28,female,9,2009-05-19
8hdeD4CheRyQOY46JnyC7aq2Znp37eqgPQc4OD0WCcc=,0,15,21,male,3,2013-12-27
D3EPFa8CXzhZ/RxqgvT4gcdkwYyJqV/6LYUhHthG+WQ=,0,13,27,male,9,2008-02-21
grgIIWU5P4eR6jglgfJl8CpZ9gJJ9+ximNTUCtslnaQ=,0,4,29,male,3,2013-06-05
kIrmx7cI29C+4Hfd7t+DFDY2/tgEnpT8ngfeFtpK7bQ=,0,5,38,female,9,2007-05-20
hVWzOgoexK2q43xg2pySan7YcUxcMq2OOQHdEgyVG7o=,0,12,34,male,9,2006-05-25
cfxnnJg5A9PSOITwVOmeMI8IhjaduztV6nPRYvl2RGw=,0,13,27,female,3,2011-12-27
egAbf4jWA5u+FuFGSpVhxoCp1PtokYcYLsJdKT8WFWo=,0,11,21,female,9,2015-08-24
/oS74m4KW7KXE3w7KczU6dIoKotwQ2DczAZlxFlrm18=,0,7,25,male,7,2016-04-09
z0Y4b9vlfRkagcMH9C+fNU1wuvV/3mLEqjsmYD+7CuU=,0,4,18,male,9,2013-10-17
o+5ChZuAB2p+sOqATzc02nsgL0S0U4N+cDcZr055SVw=,0,9,19,female,3,2015-06-21
SIFeFIy8Q/ldnjY/NFOE+8AR4GN1nnbToYJ3rWdIQto=,0,13,26,male,9,2010-12-26
pw4I/9kzjruwBaIM+/bfMVbw7Qcz7DE2rUyHxBYVd1k=,0,15,21,female,4,2016-02-09
N1ef8KW+Y0E3fMlMLvRevPE2+0SPEOaaYqXJDluWdn4=,0,4,30,female,9,2005-10-15
6naIgmDrPVOZGvPjwhc1dpZ5H9DsGHjgjIMl6H9YrH4=,0,15,33,female,3,2012-08-26
7ZWRE5HOQmGy0w9qHZZZUzz7L+78tTy6+Rzngtj3AKY=,0,6,21,female,3,2015-07-19
wjAyzdyLIEhKW2LNhidPhHRx4nE9FtJBEIIjOh84KHQ=,0,9,44,female,9,2011-08-25
Z1bRAaGybqWHZD2tBJW/lF2emDNyfbgxbIcOF0TFUQs=,1,5,49,male,9,2011-11-08
diizuJVvUWbAToeoyxbwZkPKFndWckekEkvPUzDod1g=,0,15,23,female,7,2015-07-07
vT0AFbyGrrnpn398O7WEKc6nNSbcyORftXiYLg1AOHE=,0,14,45,female,7,2016-07-12
c7gJXVkhbfs6JUo39R++NKLiV9PG69UXQKS/frKo070=,0,4,21,male,4,2016-04-28
KIQKIAbR/MNTf/uAoGxUD1H1HFjIkE/z2ufslJN29ms=,0,13,31,male,3,2017-01-03
LqHw4WnUse17jBpobKDWxC8H3OAb429QxUhlkQ3rw58=,0,6,36,male,9,2005-07-10
7uvYVOzobF3nt19HaJKdaiLM8UpAqc1Sid9iFqkhXJs=,0,5,23,female,7,2016-02-14
3jMiSd7TJ+GaR2kgYdT2C2tfZFCCyz+rZ9NyEp2teKE=,0,5,48,male,9,2009-07-27
dDG6rYv8DMvOEu7mIXeLuEiReq0O3oTlceojQFlW/XA=,0,1,24,female,7,2015-02-27
sw+Rqs7ZmucoeXgNNvnx/R4pkwwyHoQ/fcCTnYRZiW0=,0,15,49,female,7,2016-03-27
L2oSH8cM4Ae13n0EVzHLJdBiB3aWDe0UxoBjHugrSUE=,0,21,45,female,9,2011-02-11
UXPPTG9M9dYl7Jo7KzrMFf1wY4Nr+By0xYOxsWM1OiU=,1,4,52,female,9,2007-10-11
7B9TyVzXNoI6CrAJSBzzeN7lt+qYOjxxZewVX8E6jwE=,0,14,31,female,9,2005-01-26
qWiuKZuxpS0IEuAmmatk53y2sFELji/lh2AyraVtFZE=,0,4,26,male,7,2013-10-11
1otRQa1Zpqlr9Gqh69m8QLe4WhRRe80BbIfN0U7lqJ8=,0,12,26,female,9,2014-09-09
d6shcV6vT6JnnIAYXBdn1iFwCVEHJjLjSO9DswOSz1E=,0,13,0,female,3,2015-03-08
cL6XKpoLKwT7lARdynHl6hzqWzSVT+QQv+HlKLMkJ0I=,0,1,18,female,4,2015-12-27
SKEAPz3Wp7JrA5Lpzgp6gYgOPU50w5F86zKDcF40/18=,0,6,23,female,9,2014-11-18
sCGRF+j4oZ+p2hqbkr1wn0KDVbFpehv8hNxqqG6mPGM=,0,3,23,female,7,2015-12-07
TR5lEXQKSuXNxbhA3TQiavAYMzJRvUqwCldUuvtiTdU=,0,13,28,male,9,2010-03-22
d2/uWI/8kFAE7n1fgm8hQhcAglwLP4RMrrxjAGDPQvo=,0,16,17,male,9,2015-01-01
Fv+epVZdgegHHnlTOKhlQ2Pi7hc7By4wUQujcwU9bc0=,0,4,52,male,9,2015-11-04
0DBEP+7yZGDC/ev+vTRtAft40M0JCqThhl79YOjhG8U=,1,11,24,male,9,2013-07-15
q3d0RZQLj/Fx6kOD5dhAlnejbMGeZkb17J7K87aVVtM=,1,5,58,male,4,2016-11-04
vqeTAEpwtY7hy56JFhkDNxpjjhr5rYM4sJa/RFmLvlM=,0,5,30,male,3,2013-04-05
rzK3USn//C7H2WmyIZP3118BdwQkHpt2d2NTCqhQ8+c=,0,22,52,female,9,2011-01-20
xBRSATPxz+tsTo0HTrXwnT/ZmQKdx9r2lpx0zNWWsFk=,0,6,20,female,3,2016-03-11
fQgvXc7bebInRJvEGSrccphh+gElyMHlnyFa2WPnjqs=,0,1,0,male,3,2014-05-12
4y0GjDsrAbDu2aVo4SPb4FtEF7yp8ilsUoweULa+KLg=,0,22,32,female,7,2012-09-27
15rCmSzA1LfYAGhMejQNwT1JP8UNTby5MXC96uH+A1E=,0,5,20,female,3,2017-02-22
7dHuSYyA60EASJ6e3EfYBH7ND5enRCrO3InW1DPx/WY=,1,15,25,female,3,2015-02-03
HboTlM3GwLprWQKTmWoFSpRistqYUxXlShFHBTb/LUI=,0,13,35,male,9,2013-12-08
FxpjvnylCGqYeett2Es7lDcmZ0Vh6SbniX8lBIBQpM8=,1,22,38,female,9,2004-09-28
ldCyex4JZ0QY4ebNWRa6c0BMZLoaWItfCB49ilWEDCk=,0,11,0,female,9,2016-08-05
JMNSbsVTty19g3X2ktPi+d0CPE9H0kRh4lD26DshZD4=,1,6,0,male,3,2014-10-12
Z1qjIpux3+QHPbJpSEcEUYYMVF4rqOfYm37TyyunpAc=,0,4,42,male,9,2008-04-07
RmK+D1YQbXG6aCDEzdmMyRYukOV2DKBGP8ACtdsqC7E=,0,15,34,male,3,2012-04-09
sc5cjMk9BgI5SqBEGypSjEWG5aK95QVjRYXSV3iuJ5s=,0,13,46,male,3,2012-03-08
Ku7eXNyhdg1IjVaElw0HUchkq8q4Y4RQX00U9mjkvhk=,0,13,45,female,9,2010-12-13
eP8XOx4o9LkV2MOPkgaUTOcYjsQ1dhuUZ4gYT7KHneE=,0,22,29,female,7,2012-07-03
33MFvyIKBD4dAJAQUC3WP88aFknU6KtgjY/4nEWbulk=,0,13,19,male,3,2015-02-23
leGmDkWrpnR2qfgDIqrfUd58C2ptpjNEuju6u6lelt4=,0,1,20,male,3,2017-02-18
q2CKXHTqM1KIeAvpPEDlNWueI5ps/Os8+Sb0y16r7Zg=,1,22,29,male,9,2010-02-13
ndvAvN8gWDdN6KkL/h/KQLnRpRXQh2Gf0TCBSEdbkN8=,0,12,27,female,3,2014-06-29
KyLDG6bNsCdmm+Iueu+NgLQWcYRtVoa4QMs/wp+EOWM=,0,13,32,male,4,2016-06-20
ZPmOpV0b+qZYKIVKkuXO2LYVnuUjho970M2D8gAABDE=,0,14,34,female,7,2011-03-31
2RsIu4Trt5EoRHQF6Ws50RMM36ObhaHNmXwgYl73U+4=,1,13,21,male,3,2013-09-08
gNxuZnRqi5yyv/jv6IE/H3N9q1yp/JUb21pLfT6DNrE=,0,8,32,female,9,2014-01-02
pgEKgqaXyreNGGyikeFFcWQOry14AM9nJIUR1VIAFUY=,1,22,21,male,9,2011-05-14
cmjAitb3Vw70kplHVtunnPVRYDolpuu6zujy119ZfmE=,0,1,0,male,7,2013-09-18
RrsTy6OXIVgemrPjDQXI6IwkWDxtny53cjtBejjbQMg=,0,10,46,female,9,2005-10-21
jFllC7nS5zOUjcPJEn1gE6OIKNzCnUksn96OdID3vLQ=,0,15,25,male,9,2007-08-10
E04W2SZ2mbHRYZIxMMCDxKNFMoAuUyeK1uvpaP2i1HM=,0,13,22,male,9,2012-02-23
2XBQjF5ng4giN6ghEMc3Ky+c0cNVqCayShetpCRTkyE=,0,13,28,female,3,2013-07-16
3Ahgnu2t8CHL543REcEjnnoiGUQharhiu6470XAJIa4=,0,13,49,male,9,2006-11-29
2ZSolp4WeK8HfhVbwDtMG023QQsV85yyHyOAeJJcdqI=,0,13,29,male,9,2008-08-13
3HYQVjNm65qGFUtO+0dDEi4JQJNHkQy3nUS2kUEXQfc=,0,5,60,female,9,2012-05-28
/Oov+zrMRSzfzO9IR3cwyoA4fPA7iVjeI4UTcso/6/Q=,0,15,27,female,9,2013-05-25
+mSF7dAJbjFB5y1GBCaReRPlSe67+rdgfcruP544/so=,0,12,25,male,7,2015-07-04
GIGJum/1rSjKjgGdh+URKHG9fsCOqovoOYu9zaP0FdA=,0,13,38,female,9,2007-04-25
ijI1+moBn3XONQ9fXkE5t3qlJdx7viX7AZogAdDpFaA=,0,9,31,male,3,2014-11-03
CFI/uoFzBClE5KnikUEm4eefdjQcuCXwn9A5DvRlekw=,0,4,23,female,7,2016-06-05
/7vJdI0+4XWITABET4juQtnEfnD4b6+YOCRvqa6x8yg=,0,22,21,male,4,2016-02-22
64RVQPDYELhcXmnoWAsuhxrYI2sEBPLK0X/HTaTnqG0=,0,10,22,female,9,2008-06-15
3CA9ITogPgELCy7/YyxbTU9deLPztgquNgp9DRLP1C0=,1,11,54,male,4,2015-11-05
f7Nqf6nhlD4Wk0bj+Iz1P48/cPDygGR1izfs3fAkVb8=,0,15,35,male,9,2014-06-30
/xoMLvwaIPHAyhLdQZX6MmvUBzjaunw/1KggVuJ1/eU=,0,13,29,male,3,2013-05-14
ZX5bOsionmzLEX1XrstomgrQgjlySHM3C3DCnsuoeE8=,0,14,37,male,9,2007-05-19
oPiCelOSu3JEF3/Os8DZfaguUDm39xianF/z3TKe2BU=,0,5,37,male,9,2010-05-15
vSeyDrO30iZbh5agRO1o9UCwqNqCtT1nPYegYroMIoY=,1,13,21,male,4,2015-10-16
QS8zAH2Y9E0OEie11ukjg/D93g3f+NDxhFQeUwUU76c=,1,13,26,female,9,2010-09-09
QSr1IifEDoOToTZX+n6cH/9R7Y8kyYTt48X09j5XGl8=,1,4,0,male,4,2016-03-08
iU39FWiPOvtzTamXxhc2DWQzG9V0YUVm5wALxebmuH8=,0,18,0,male,7,2013-08-23
lyZDPr3od44M7ZSYTyRI81pfdxiFEgDOSZQZ8fBsr1I=,0,14,28,female,9,2008-05-06
vZUQnGnVfa7XAxenTDuu0St9MbOgDGqOvqig31mxUZY=,0,13,24,female,3,2012-03-20
UEGWpcve8epokoNvUgN6A88QwutdzEMpriiDPdpDFzY=,0,12,17,male,9,2016-08-26
Q9GJOrmnmCR/XfiZR8muH6W46uEHKQrIthZubZ943qc=,0,6,32,female,9,2011-08-16
vUpcf61Kbb/rkupIE2WLGyb/p4jaiV8vMZGTxM2oMws=,0,11,23,female,9,2008-03-29
Siw/8y6c3+2AEKdzbx1AYHhjgwAZ6R5PvS91J+/+ui8=,0,14,20,female,9,2011-09-01
hZr+YQlYFdtNKkCATYzxGGQuGgXSfOrAv+8Xv54iSqw=,0,13,27,male,3,2016-01-01
ccYX+joHTgVHYDycKVxtug+XONRwNDtQ3EkBieGX6Fo=,0,4,27,male,3,2015-12-08
FAywJvc44b+PMrDSksgh4BAgilOs3O/6TYJvSrodp38=,0,9,39,male,9,2006-10-08
RY5ASgmO5VLgF63H3uxsWclUKpXoZ2DQJz1iEGkdvk8=,0,13,26,male,3,2013-07-10
N3wRqhiBgSfMpPEjSw+hcEALY2ePZdwTdEjDrZ+xCGM=,0,13,49,female,4,2016-04-12
im2xOWZiLUx0cidx4b3YM/45y/jgIvZJmQ05bMEb5Nc=,1,1,68,female,3,2017-01-04
5bKcqAG33CDwq4mVpJvp+eRtHhXujZ2ovjgC79rp2Y0=,0,13,27,male,3,2014-05-12
m3V7HrcMRt0mrTBFc5iNolZj64BOWiFyAxm139dKHHs=,0,5,29,female,9,2007-01-10
lwrH++5dFG0JVl/2rByTVq1mPO0HiqLKDQ7Ucng8qRI=,1,5,37,male,9,2011-05-07
9RrczIU9exPafdKnQJ7s15tO4XW4IlzRQleVy0Yugu8=,0,5,67,female,9,2011-04-15
i9Iyl+mUxlxDpbMeEaBs6rWNmmBKcPokV+QGT70p2kw=,0,4,32,male,3,2013-11-20
dd/hw8zqHdefOVHSQgrhpD66QMIYatrMyNQW9l/7EFk=,0,5,48,female,9,2010-11-11
Bl5Xlcux2K9qYkMXcS4ehfpClcB74NhRlHzVlGUgQoM=,0,15,30,female,9,2009-03-25
KuLqi14SUl8VfJaB5eItkIBhrxJaFaV3eZqLYVppWVk=,0,6,25,male,9,2013-02-02
O9yRj8nit8B98Mewg8NbSHSmMQVWqSC6YtYn9xS+Wzg=,0,4,35,female,3,2012-06-30
TuKpvqbu7emVpE+Mq8Y9IxAI7qWS5/tWaIMasgNy+WE=,1,5,27,female,9,2006-07-29
YchEFLJaaS1+yuZjUmEXNj6462FXKflEmuCKaRU8bvs=,0,15,29,female,3,2012-10-30
gpRPprKi+JNkdNWSId9R6xNtU/weL0QgUUH3QJGo5ug=,1,15,18,male,7,2015-03-13
+/qyTicfuJiI40V+C18QaBm8loiiaHm45Sh5L7pQqFM=,0,13,21,female,9,2012-05-09
0iPMG47fU/SATSQf0Cv/2CGWcx6/xVHyFfva+p2sLNY=,0,6,25,male,9,2008-02-08
p73r39jNf4Dcf+WfvlkSRiHuHdKym2KtwF3bQe+a8xk=,0,13,26,female,3,2015-04-17
IgFiUj7PwVPuCMCLoxy4GiEVSBpCHmdtmsp3JdnpytQ=,0,22,22,male,9,2007-08-08
ekQHAzks915KVm9uq74UfpxQiaLMQd4EWAASeEbUpjE=,0,6,36,male,7,2011-03-06
OwG6/Ytw+eWxEaKAVSf6QcqEzHignDhtth5Jb4WnCSY=,0,1,0,female,7,2011-02-28
wpykAbgCrU99rrYI7uqHCzw2C++Q9PpIIkeoJf/5aPs=,1,15,23,female,9,2014-12-16
TQcK5vUHMDJoz7GDA5vJnZvqRMTk2hbcnE45aMvnUYY=,0,4,28,male,9,2014-01-09
ukP3P/tELBSlY4zrZUVGo2vMttYFdBRbKwEE5I6CUFU=,0,8,20,female,9,2009-04-29
WrcudLa2ziLu+SCJKX1WTb6ehrAMfxhGxo/OuL8uMZs=,0,14,30,male,7,2013-01-24
t9mbmXLp3TGOMLLzUXY2S00CndopHctc8Pgk4WrPnNI=,0,4,22,male,3,2015-03-17
+/ovKGxFR09l9/OsjU8s6nAZSj38m6/jWboC43DyXUs=,0,5,54,male,9,2006-12-20
sl0CDg5V1Po7ppiJoZDFj0NZ7r0H3NC8DyqfAx4OxLE=,0,11,28,female,9,2011-03-15
HFRL8G60KIyUI1kT2qevOQWSN79H58Herjly/jThMIE=,0,5,53,female,9,2013-10-04
vbw+5Z08nuZ2ASaU5NbkLt5fsdZvgqxC4RFSISSM++4=,0,13,23,female,9,2013-12-28
bLHZMF9OZFvnN3RHulNZFe6Kcxa+SGTJzDEjj6HLbZY=,0,13,51,male,9,2013-03-28
HCl38qlfM4BPDtAil2obeBDVj+7LGw64qdmARFkv3tE=,0,11,49,male,9,2007-02-22
XSrHU0FRyLN+hWj67VMYNX9Bu+Id1fzY8lUFBj+K7XI=,0,5,40,male,7,2014-01-14
eRjBEOJUHRo6YA/e2XBYGhUgXYayqxxcvnZrRYFoKrA=,0,15,29,male,9,2011-10-22
m1Bf559mGwJAPcCUK2Ze+1C65CYDPGCruL7Tp09EkvU=,0,5,29,male,7,2015-10-31
aRARN34+rpYtg+GQT90qaqy9HMll7QRM4CseWoiOz5o=,1,22,32,female,9,2010-09-05
CvfgKYuWFvSlktufKCpsLZx5jRqcAlr6VRS7Xdyg1Mw=,0,5,23,male,9,2016-05-26
SXT03773YfXZ7Z3jbi+4gwthh77kINureNVJYixzk7k=,0,10,21,male,3,2015-09-17
vsKVISKj29miFHR0RgGnFWbUJkOoVtmNrhgNgiGtbGk=,0,15,32,male,9,2013-06-08
OalMnc9scwEjiO1L5OSE0hMch9J93Rsgc7xbzil0LKY=,0,15,33,female,4,2016-09-18
T/eqn4iFzzg6sVYzDVMW0TZXebPzCgkIOV7sYHCjNk0=,1,22,29,male,9,2008-04-27
mEUf6X2du8POTRaQU0jReExLiMHnneMfZVkSwZfYG5k=,0,5,26,female,7,2013-11-09
O9lXRedYYOv3MPbIofo+eENkjV1iOQGZSLeurQgV0AU=,0,4,18,male,4,2016-01-23
qcxrTFZXFvnCfwByoIUQ37sP8xTAt6D1C180MZJWYxw=,0,15,21,male,4,2015-11-09
tB0MYvMZd/bDwhfdjkUV8kQG4x5+k8Sde5o8sRzphvk=,0,7,27,male,9,2009-01-23
7r8WlV2uDqghKDCprhqxPLGmElM+YbLcUzcX51YxV/M=,0,12,23,male,9,2010-12-05
xLlwXNEPPJCuDUNb5pkme1Gkl4lX1IBs5gshgz6SHX8=,0,15,23,female,9,2010-07-18
2mqn6uSBHq2D4c+h4WIoMEl+HsyPj5ADG4/UzsiN8Jg=,0,1,24,female,4,2016-12-13
VYuF75kGEos0CqJL5s86sh1bNi8afF6vcj2YUn/ioYI=,1,13,28,male,9,2008-07-24
TF1Z4NBDMtpCRDyu3vSE5dVOAg95R4Cm82xTR49Y4aY=,0,13,27,female,9,2006-11-11
k+xD4mIXXRKW3xqjJq0+6yosYsUqSbdAODFsbWRXcaY=,0,6,35,female,9,2009-08-25
W1xWyFFfBQcF9To8UvPGOPXNSmnc2n3p9ywmWj6cIo4=,1,13,37,male,7,2010-10-28
Cz2GqDQOhyL78pnYt2J1Gq636hyAT+7MXXoU1ezf8m0=,0,22,27,female,9,2008-12-18
nfgfCJsfaaIjth/oyv+Jg2I0OELGrmCW67G+WBirbbM=,0,13,29,male,9,2004-08-04
+mxmDZyzOsnUI8Ns59TMfcyRcuPRyhkaG9thYP40MeU=,0,21,33,male,3,2012-02-19
K8+OGnKIWaljnAOhKgmNDWQyGdVNpnVjnMmNI6DgwWM=,0,22,29,male,3,2015-04-11
AVJjf/s+dpkIF/Zj3ldE1uc7yW0zEcQwzylIWq0HgA8=,0,18,37,female,9,2010-06-14
UiEQ5KHlPL2PCoc/+dOas2RqYnaTV4Eewd0xbWRlLRM=,0,6,35,female,9,2012-11-24
TyoNTBR0kpn908jz/WXEw+XEE/5KqcqkFSHExJq4ibc=,0,13,25,female,3,2015-04-23
N4MkmVe9VqnkzBc0uqBDkogvcyI8rNaxEjHKoHr0JrE=,1,1,27,male,3,2016-10-30
PJbOxSBCVCLSraXn7Y998c2vmJkvtDGGe8NB6//NkhI=,0,14,17,female,4,2015-12-28
gjoxTdz+xZ5ZmOQn2p3xLQRno3nEZ1rivsyRkxwW5kw=,0,13,29,female,3,2012-02-21
ZtydQqQPYrIWouZgEF01mPjTQcW0WcbVwf1ZTHl6e/Y=,0,5,25,female,3,2012-04-26
C5zb8HXf3CBHz+OJkTjAWPAvIrVPBEd4lHJOay8Wuxo=,0,13,20,male,3,2015-08-21
qZrekbi+KBLTiIT7oq5Z40Ffd0GO0lcqUpbQR71eJko=,1,13,25,male,9,2014-07-13
lHKePdfuJ1myC3XAlpwWc1VDTEmDT9tfojX1TX5uvWE=,1,6,33,male,9,2011-06-23
TMR6pUodEh2Ii8+oBxl3c1QaAVaqLwpIqEUTVLbC9Ss=,1,15,16,male,4,2016-06-25
ieVDmxp3iENqxKjo3+bjxEn7u+ZLPPKMJHbwokGG5os=,1,22,28,female,3,2012-09-29
le3Wz6IYe3+c0GOmjFBhS4K0aT708x34kLHUYtncXIo=,0,6,28,male,9,2008-05-25
uZRb+StW/hpOmdxh0AJ2xC4Yg30b34eqm00vy6OSJEM=,0,14,36,female,9,2011-09-13
9WlQXbF8sATFPvdm3AxSh1LTzaRGn865kPrhOgNT6n0=,0,21,24,female,9,2008-05-01
4homqflS3CU7KB8CS/ZlB7172pbS9R3LbwKdddbZx8s=,0,15,28,male,9,2008-11-24
Frg1FwV5SgZbHV0mVHvvLo3snw+znCa+/ERorXq/cTE=,0,13,23,male,4,2016-07-02
aY7T9SWpQxWXffzKRDt9599uUutMa7tn9V9MF8Mqw/k=,0,13,40,female,9,2005-11-28
IbQZ9hCz9hthRKW0Slrv2L688SsdtZyyGoQ94bInnAA=,0,21,20,female,4,2016-04-02
XGhv+bIUbrEqMCrCZgF2v/qQhcfTa5Yq4zR810YVkO8=,0,5,19,female,9,2009-01-29
BrvV0SAN/yuVrGNqgAwN7h2/NydSqkoO3g8Jfk7Ogh8=,0,11,66,male,9,2014-08-08
cooICCAzheYpnlDxqHOOkpy9kqeb+ft2nHLtD3cJ20w=,0,13,25,male,4,2016-12-11
8onBs4mvB3zadXzwEtByUE+u0dBRp0adrVkQajAvpTQ=,0,15,29,female,3,2012-03-04
M5Pq7hmGhn9+stpKzdKx+jGh9dhG/GKw3k7MTLRNppM=,0,4,17,male,9,2010-02-14
7x6zSpvpzpNnThtfzN8vaKLHTg+Pa7/Zfd2QBfzMG5k=,0,13,29,male,9,2012-06-28
dZEOZx75DEIrOII+hE1mXNDWKQI53nWb5dibCWOEY1A=,0,12,31,female,3,2014-08-04
ItuHdCzFTN4OEAu1rQ3+7n18ztO/FqjstPbtOLNMmis=,0,22,45,male,9,2005-07-28
Yi8bItY8UiPYpPzw/gg9D4mOkIOJ9Z71PXdQFFKNLA0=,0,17,24,female,9,2014-05-19
nVb1/8mkdblpgyU/bZqQ9KzStvoZr3PyR8uraOU4KeE=,0,6,20,male,3,2012-11-17
QDhSXUJJpxBC8VJQx3CdZ27baZk/Gc1QyVwZy8tcPZw=,0,10,19,female,9,2016-11-13
cxX0nAlKPi0NgoeJRhcDmPQbcJUxVRkt6/qixbv8i7w=,1,5,0,male,7,2011-02-11
SexET9eoIGVC6E29lk+X08Ky5FZBuRDOIfQ015+7UMY=,0,17,30,female,9,2013-07-12
HpEf9TJnL6amgKBgz7NVfIPK+xfBD8iNuX93UstaYqI=,0,13,25,female,7,2016-02-28
